"Name";"URL";"ID";"Category"
"Home Remedies & Natural Cures";"https://itunes.apple.com/us/app/home-remedies-natural-cures/id1047231322?mt=8";1047231322;"Both"
"Home Remedies : Natural Cure+";"https://itunes.apple.com/us/app/home-remedies-natural-cure/id1331513779?mt=8";1331513779;"Both"
"Home Remedies for  Hair Problems";"https://itunes.apple.com/us/app/home-remedies-for-hair-problems/id1199921507?mt=8";1199921507;"Health&Fitness"
"Home Remedies For A Stuffy Nose";"https://itunes.apple.com/us/app/home-remedies-for-a-stuffy-nose/id1151170124?mt=8";1151170124;"Health&Fitness"
"Home Remedies For Bronchitis";"https://itunes.apple.com/us/app/home-remedies-for-bronchitis/id1076138308?mt=8";1076138308;"Medical"
"Home Remedies For Dandruff";"https://itunes.apple.com/us/app/home-remedies-for-dandruff/id1078716240?mt=8";1078716240;"Medical"
"Home Remedies For Toothache";"https://itunes.apple.com/us/app/home-remedies-for-toothache/id1074010984?mt=8";1074010984;"Medical"
"Home Remedies For Yeast Infections";"https://itunes.apple.com/us/app/home-remedies-for-yeast-infections/id1077977149?mt=8";1077977149;"Medical"
"Home Remedies in Hindi";"https://itunes.apple.com/us/app/home-remedies-in-hindi/id1189017264?mt=8";1189017264;"Health&Fitness"
"Home Remedies Natural";"https://itunes.apple.com/us/app/home-remedies-natural/id907071344?mt=8";907071344;"Both"
"Home Remedies Natural Ayurveda";"https://itunes.apple.com/us/app/home-remedies-natural-ayurveda/id972057921?mt=8";972057921;"Both"
"Home Remedies Plus";"https://itunes.apple.com/us/app/home-remedies-plus/id1020318798?mt=8";1020318798;"Both"
"Home Remedies Pro Health Expert – Build Healthier Home using natural cures & daily life hacks and ga...";"https://itunes.apple.com/us/app/home-remedies-pro-health-expert-build-healthier-home/id902027822?mt=8";902027822;"Both"
"Home Remedies Pro Health Expert Lite";"https://itunes.apple.com/us/app/home-remedies-pro-health-expert-lite/id981872923?mt=8";981872923;"Both"
"Home Remedies Treatments";"https://itunes.apple.com/us/app/home-remedies-treatments/id366449176?mt=8";366449176;"Health&Fitness"
