"Name";"URL";"ID";"Category"
"BATS4U";"https://itunes.apple.com/us/app/bats4u/id1437596022?mt=8";1437596022;"Health&Fitness"
"Battaglia PT";"https://itunes.apple.com/us/app/battaglia-pt/id1145769848?mt=8";1145769848;"Health&Fitness"
"Batting Average - Baseball Stats";"https://itunes.apple.com/us/app/batting-average-baseball-stats/id986184478?mt=8";986184478;"Health&Fitness"
"Batting Tracker : Baseball Stats for Players";"https://itunes.apple.com/us/app/batting-tracker-baseball-stats-for-players/id425295729?mt=8";425295729;"Health&Fitness"
"Battle Bugs - educates people how to brush teeth";"https://itunes.apple.com/us/app/battle-bugs-educates-people-how-to-brush-teeth/id1248981053?mt=8";1248981053;"Health&Fitness"
"Battle in Intestinal";"https://itunes.apple.com/us/app/battle-in-intestinal/id534952003?mt=8";534952003;"Health&Fitness"
"Battle Rope Challenge Workout";"https://itunes.apple.com/us/app/battle-rope-challenge-workout/id1136677455?mt=8";1136677455;"Health&Fitness"
"Battle Rope Challenge Workout PRO";"https://itunes.apple.com/us/app/battle-rope-challenge-workout-pro/id1137642677?mt=8";1137642677;"Health&Fitness"
"Battlefield of the Mind Devotional";"https://itunes.apple.com/us/app/battlefield-of-the-mind-devotional/id820517117?mt=8";820517117;"Health&Fitness"
"Battlehill Health Centre";"https://itunes.apple.com/us/app/battlehill-health-centre/id1048481533?mt=8";1048481533;"Health&Fitness"
"Battlejungle";"https://itunes.apple.com/us/app/battlejungle/id1276044920?mt=8";1276044920;"Health&Fitness"
"Battleweight";"https://itunes.apple.com/us/app/battleweight/id877085899?mt=8";877085899;"Health&Fitness"
"Batz Patient Guide";"https://itunes.apple.com/us/app/batz-patient-guide/id1017104483?mt=8";1017104483;"Health&Fitness"
"Batì";"https://itunes.apple.com/us/app/bat%C3%AC/id1253220577?mt=8";1253220577;"Health&Fitness"
"Bati Ilkyardim Egitim Merkezi";"https://itunes.apple.com/us/app/bat%C4%B1-i-lkyard%C4%B1m-e%C4%9Fitim-merkezi/id1200788276?mt=8";1200788276;"Health&Fitness"
"BAU5 Workout: GYM Weight Training Routine for MEN";"https://itunes.apple.com/us/app/bau5-workout-gym-weight-training-routine-for-men/id861552342?mt=8";861552342;"Health&Fitness"
"Bauch, Beine, Po Workout";"https://itunes.apple.com/us/app/bauch-beine-po-workout/id472361055?mt=8";472361055;"Health&Fitness"
"Bauch, Beine, Po Workout HD";"https://itunes.apple.com/us/app/bauch-beine-po-workout-hd/id472362643?mt=8";472362643;"Health&Fitness"
"Bauerfeind Arzt-App – der mobile Verordnerfächer";"https://itunes.apple.com/us/app/bauerfeind-arzt-app-der-mobile-verordnerf%C3%A4cher/id589493195?mt=8";589493195;"Health&Fitness"
"Baunti";"https://itunes.apple.com/us/app/baunti/id1407603664?mt=8";1407603664;"Health&Fitness"
"Baus the Grooming House";"https://itunes.apple.com/us/app/baus-the-grooming-house/id1296931007?mt=8";1296931007;"Health&Fitness"
"BAVARESE fitnessclub";"https://itunes.apple.com/us/app/bavarese-fitnessclub/id1063235314?mt=8";1063235314;"Health&Fitness"
"Baw Baw Trail Trak";"https://itunes.apple.com/us/app/baw-baw-trail-trak/id891502344?mt=8";891502344;"Health&Fitness"
"BAX";"https://itunes.apple.com/us/app/bax/id1222545717?mt=8";1222545717;"Health&Fitness"
"Bay Aerials Gymnastics";"https://itunes.apple.com/us/app/bay-aerials-gymnastics/id1021346872?mt=8";1021346872;"Health&Fitness"
"Bay Area Arts Conservatory";"https://itunes.apple.com/us/app/bay-area-arts-conservatory/id1396176374?mt=8";1396176374;"Health&Fitness"
