1071743060;Korean Journal of Medical Education for iPad;https://itunes.apple.com/us/app/korean-journal-of-medical-education-for-ipad/id1071743060?mt=8;The Korean Journal of Medical Education is the official publication of the Korean Society of Medical Education. It aims at development of the medical education by disseminating systematic and scientific research results on educational system, goals, methods, and evaluation in the field of medical health professions. The Korean Journal of Medical Education publishes high quality papers on themes related to health professional education including but not limited to Curriculum planning and development, Communication skills, Student selection, Teaching and learning method, Problem-based learning, Team-based learning, Professionalism, Educational policy, Leadership, Evaluation and assessment, Objective Structured Clinical Examination, Clinical Performance Examination, Evidence based medical education and Interprofessional medical education.;1;Across;;;NA;NA;è sulla salute ma non so a che classe associarlo ;;NA;Test;Across;NA;NA
1150984188;Mobaflex;https://itunes.apple.com/us/app/mobaflex/id1150984188?mt=8;Mobaflex is a Joint Monitoring System for Post-Operative Orthopedic PatientsOur wearable monitoring system comes in an all-inclusive kit which is leased to the patient for the 90 day at home recovery period for total knee arthroplasty. The comfortable Mobaflex band provides accurate range of motion monitoring to within a 5 degree accuracy, and submits data wirelessly to the Mobaflex app. The Mobaflex app is accessible by patients and providers, and allows for easy communication between patient and treatment team, accurate monitoring of progression, and convenient use from anywhere, at any time.;1;Across;;;NA;NA;è un app ortopedica per monitoraggio post operatorio, ma ortopedia non c'è, come la segno? ###FRA### Io metterei solo across;;NA;Test;Across;NA;NA
1152309322;EVAC5;https://itunes.apple.com/us/app/evac5/id1152309322?mt=8;EVAC5 is an application available for use in emergencies. When the panic button is activated, EVAC5 uses your phone's GPS in order to determine your location. In the event that no GPS location is available, the application will plot your location via your network's cell phone towers.Your panic alert, location information and cell phone number are routed to the ER24 EMS contact centre. A contact centre co-ordinator will attempt to reach you telephonically, determine the nature of the emergency and send out the appropriate response unit.;1;EmergencyMedicine;;;NA;NA;situzioni di emergenza, vieni tracciato ####FRA### Ho tolto sensory systems perché secondo me emergency basta;;NA;Test;Across;NA;NA
1101203009;MED Q&A;https://itunes.apple.com/us/app/med-q-a/id1101203009?mt=8;"Med Q&A is building an alternative to Health Insurance for people who cannot afford the real cost of Healthcare. At medqanda.com, we connect Survivors with all forms of Cancer with each other (as well as with HIV and many other medical and health conditions) and help them Video Conference with each other immediately. IT'S FREE!Med Q&A is composed of 11 major features: 1)Visualization, 2)  EMR Network, 3) 10-Minute Video Conference, 4) Community/Social Network, 5) Marketplace (services and medical devices), 6) Doctor Network, 7) Nurse/Caregiver Network, 8) Disability Employment HQ, 9) Tissue/Organ Donor Network, 10) Support Groups, 11) Video Conference Events and Webinars1) Visualization: Med Q&A Users receive a 3D-like Avatar, which lights up with different colors depending on the health condition they have, which they can control, which they can animate and select poses. Further, they can upload their favorite song & select a 3D background, etc. They can express themselves in a new, unique way.When the user designates his medical data as Anonymous and Public (as opposed to Anonymous and Private), he or she will be able to communicate with everyone else who has the same health condition he or she has, who is also ""Anonymous and Public."" Similarly, he or she will be able to receive communications from other people who have the same health condition.2) EMR Network: Med Q&A  provides this free-of-charge to individuals, health clinics and underfunded medical centers throughout the country. 3) 10-Minute Video Conference: Med Q&A helps Users (who, in general, do not have health insurance) speak with a doctor face-to-face. 4) Marketplace: Med Q&A healthcare-centric Marketplace focuses on healthcare equipment and medical devices. Each person's profile will already contain whether they are willing to a) donate or b) buy or c) sell or d) lend e) borrow and f) rent  prosthetics, wheelchairs, miscellaneous medical devices, services or tasks, etc.5) Doctor, Nurse/Caregiver and Healthcare Professional Networks: Med Q&A Users can easily make contact with a Healthcare professional. 6) Disability Employment HQ: Disabled persons can upload their resumes and enable potential employers to invite them to a video meeting.7) Tissue/Organ Donor Network: Repository for users who wish to donate tissue (i.e., plasma, platelets, hair, sperm, eggs, etc.) or are seeking tissue donors. 8) Support Groups (Video Conference): Med Q&A provides free (video conference) Support Groups for Survivors of almost every medical and health condition.9) Video Conference Events and Webinars: Med Q&A provides free Webinars for Survivors of almost every medical and health condition. Check our Event Schedule to participate in one right away!";1;Across;;;NA;NA;è un sistema di sostituzione dell'assicurazione sanitaria, non so in che categoria metterla ;;NA;Test;Across;NA;NA
1317929229;Zen Leaf;https://itunes.apple.com/us/app/zen-leaf/id1317929229?mt=8;Zen Leaf is one of the nations premier cannabis dispensaries, where nature meets medicine. Zen Leaf proudly serves patients and customers in Maryland and Nevada, and is committed to providing a serene and comfortable environment for our patrons. Our team is extensively trained on our vast selection of cannabis products, and will work with you to tailor a custom regime specific to your individual needs. By building unique relationships with everyone who walks in our doors, Zen Leaf is dedicated to providing unmatched customer service with a customer-first approach.Zen Leaf stocks a wide array of products to match our customers varied tastes and preferences, and only offers for sale products which meet our high quality, potency, and safety standards.Use the Zen Leaf app to learn more about our dispensary, browse our current menu of products, review the latest deals and specials, learn how to legally purchase cannabis at one of our stores, and order products for pickup. Additionally, you may use the Zen Leaf app in select markets to order products for delivery right to your door!;1;Across;;;NA;NA;fornisce medicinale a base di cannabis adeguandoli da persona a persona;;NA;Test;SensorySystemsHealthcare;NA;NA
890219494;Partners In Elder Care;https://itunes.apple.com/us/app/partners-in-elder-care/id890219494?mt=8;We support caregivers. We Provide Senior Housing Transition Assistance, Medicaid Applications, VA Benefits Counseling, Companion Care, Home Safety Improvements, In-Home Care, Church Outings, Elder Law Assistance, Senior Real Estate assistance, Meals and Laundry.  Whatever the need, we'll find it for you.;1;Across;;;NA;NA;non saprei, uno degli scopi è quello medico ma non si capisce il vero scopo ####FRA### si sembra più relativa all'assistenza sociale, ho messo non medica.;;NA;Test;Across;NA;NA
655242441;OnScreen Retrovirus;https://itunes.apple.com/us/app/onscreen-retrovirus/id655242441?mt=8;"Updated for the future: 64-bit native code. ""A Best Science App (highest rating: Excellent)--Great interface, easy navigation"" Genetic Engineering & Biotechnology News Dec 2013** NO ADS **Do you (or your students, if you're a teacher) know why the AiDS-causing virus, HIV, is called a retrovirus and how it actually uses the material and machinery of the ""host"" cell it has invaded to reproduce itself? Do you (or they) have a firm idea what the terms ""minus strand, PBS, PPT, and LTR"" mean? What does tRNA have to do with retroviruses, anyway? The simulations of OnScreen Retrovirus use the 3D nucleic acid models of our highly regarded DNA apps to make memorable the crucial steps by which the reverse transcriptase enzyme complex of a retrovirus uses nucleotide building blocks of the host cell to copy the viral genome, initially on a single strand of RNA, to a newly constructed double-stranded DNA molecule, ready to be inserted into the host's DNA as a source of new copies of the virus.The goal of this app is to convey the conceptual details of the viral genome transfer from RNA to DNA without requiring of the user a deep prior knowledge of molecular biology. Since a ball-and-stick model of nucleic acids is used for the simulations, this is not done at the level of atomic detail, but the simulations are never in conflict with the biochemistry.Unlike other simulations you might see on the internet, this app shows how the DNA synthesis is at every stage a three-dimensional double-helix-forming process and that it involves several steps, which include the separation of strands and the relative movement of the strands to allow annealing to each other at complementary sections, the steps being dependent on three separate activities of the reverse transcriptase complex: RNA-dependent DNA synthesis, RNA degradation, and DNA-dependent DNA synthesis. The role of the virus's nucleocapsid protein as enhancer of the annealing of strands is also indicated.Since retrotransposons--which we all have in our DNA!--make use the very same steps to make new copies of their DNA through an intermediate RNA strand before inserting it at another spot in the cell's DNA, the app serves as a simulation of how they work as well. Background material on viruses, nucleic acids, and enzymes, as well as commentary on each new step in the process of copying the single strand of RNA into a double-stranded DNA molecule are at your fingertips in the app. You can run the simulations with automatic pauses at key steps for convenience in reading of the commentary for the steps or straight through, pausing only when desired.Whether for first-time learning, clarification of ideas previously encountered, or review, OnScreen Retrovirus is now at your service.";1;Across;;;NA;NA;L'obiettivo di questa app è quello di trasmettere i dettagli concettuali del trasferimento del genoma virale da RNA a DNA senza richiedere all'utente una profonda conoscenza preliminare della biologia molecolare.;;NA;Test;GinecologyAndObstetrics;NA;NA
896649230;Crescent Medical Center;https://itunes.apple.com/us/app/crescent-medical-center/id896649230?mt=8;Crescent Medical Center Lancaster is an 84 bed acute care general hospital in Lancaster, Texas. This app includes many of the hospitals social media sites such as Facebook allowing the community to stay up to date on current health issues. Also included are a pair of forms which allow you to quickly make an appointment for either the ER or a regular checkup. There is even a click to call button which connects to the ER, for ease of access and speed during those emergency situations.;1;EmergencyMedicine;Across;;NA;NA;rimanere aggiornata sui problemi di salute attuali.oltre a monitorare le emergenze;;NA;Test;Across;NA;NA
613193711;OSCE Skills;https://itunes.apple.com/us/app/osce-skills/id613193711?mt=8;Study for your OSCE medical exams on the go with exclusive tutorials and photography not available on any other app.Objective Structured Clinical Examinations (OSCEs) are a necessary part of studying in any medical profession. This app provides a wealth of medical information, based on OSCE scenarios, each of which is exclusively written for osceskills.com by medical professionals, and feature exclusive photography.The OSCE Skills App is an expansion of the osceskills.com website, which is helping thousands of students every day prepare for their medical exams. This app allows you to gain access to all the OSCE Skills e-Learning resources whenever and where-ever you like. No Internet connection is required to view the content and photography once you have downloaded the app from the app store.APP MODULESCardiovascular Medicine Gastrointestinal Medicine Genitourinary Medicine Musculoskeletal Medicine NeurologyObstetrics and Gynaecology Paediatric Medicine Psychiatry Respiratory Medicine Other SkillsAPP FEATURES NO in-app purchases, only pay for the app itself. Free updates for life. Browse all content and photos -without- the internet after initial download. Exclusive content and photography - you will not find this elsewhere.;1;Across;;;NA;NA; serie di informazioni mediche, basate su scenari OSCE, ognuna delle quali è scritta da professionisti del settore medico NON SPECIDICA SU COSA SONO I VALORI;;NA;Test;GinecologyAndObstetrics;Pediatrics;NA
883925564;Get a Happy Pregnancy! Feeling Great During Pregnancy by Hypnosis;https://itunes.apple.com/us/app/get-happy-pregnancy-feeling-great-during-pregnancy/id883925564?mt=8;"GET A HAPPY PREGNANCY! FEELING GREAT DURING PREGNANCY BY HYPNOSIS Experience a joyful and relaxed pregnancy Reduce and avoid stress during pregnancy Music and relaxation especially for pregnant womenYoure pregnant. Congratulations! A special, wonderful and exciting phase of life awaits you. A new life is entering the world, and you are living with it. But did you know that a baby shares in its mothers life before birth? It senses your breathing and with it, tension and relaxation. And as we know from prenatal research, a balanced and relaxed pregnancy has a positive influence on the development of the unborn child.So, please take time for yourself once a day; its good for you, and most importantly, for your child! But what if dont have the time, if you cant cope easily with the stress of everyday life, or if you are plagued by fear and worries about yourself and your unborn child?The hypnosis program Get a Happy Pregnancy! Feeling Great During Pregnancy by Hypnosis can help you to relax quickly and effectively. You can simply let go of fears and worries, without burdening your baby with them. Experience a deep inner tranquility and balance which your child will also feel and assimilate.HOW THE PROGRAM WORKSGet a Happy Pregnancy! Feeling Great During Pregnancy by Hypnosis is designed for pregnant women who wish to experience a harmonious and relaxed pregnancy. This 22-minute hypnosis program is an effective combination of classical hypnosis, mental coaching and meditation. Let Kim Fleckenstein and her sensitive voice, accompanied by special, meditative music, lead you into a deep relaxation which will have a positive effect on you and your unborn child. Come consciously to a place of serenity where you will feel at one with yourself and your child. During your pregnancy, you will enter further into the closeness and security that your child needs in order to develop.This program belongs to the medical hypnosis series and was developed in collaboration with Prof. Dr. Ralf Herwig.ABOUT KIM FLECKENSTEINThe program was designed by well-known German Hypnotherapist Kim Fleckenstein. Kim Fleckenstein is a certified alternative practitioner in psychotherapy, a clinical Hypnotherapist and NLP-Master-Coach. Based in Munich she already published a range of best-selling self-help and hypnosis programs as Apps and MP3s under the label GET ON APPS!. Her unique technique and self experiences have helped to create the special character and heart of her recordings. Together with professional and native speaker Cathy Weber she also publishes her programs in English.WHAT YOU GET* A highly effective 22-Minute professional Hypnosis session using the latest hypnotic and relaxation techniques  suitable for both, beginners and more experienced users.* The professional and warm voice of Cathy Weber, which leads you into a deep state of relaxation and change.* A high quality and state of the art recording.* Professionally composed background music for every program by CSW Music.* Customize your settings and discover other useful features.PLEASE NOTEDo not listen to this program while operating a motor vehicle or during any other activity that requires your full attention.  This program does not replace a doctor or any other medical aids.  The best effect can be achieved by listening to this program once a day over a period of 4 weeks.";1;GinecologyAndObstetrics;;;NA;NA;gravidanza allegra;;NA;Test;GinecologyAndObstetrics;Pediatrics;Cardiology
