"URL";"Name";"ID";"Category";"Description";"Keywords";"Version";"Age.Rating";"Language.s.";"Developer.ID";"Developer.Name";"Developer.URL";"Price";"Currency";"Size";"Last.Update.Date";"Release.Date";"Average.user.rating";"Number.of.user.ratings";"X..of.user.ratings.with.5.stars";"X..of.user.ratings.with.4.stars";"X..of.user.ratings.with.3.stars";"X..of.user.ratings.with.2.stars";"X..of.user.ratings.with.1.star";"Date"
"https://itunes.apple.com/us/app/%E6%81%8B%E7%BB%83%E7%91%9C%E4%BC%BD-%E7%91%9C%E4%BC%BD%E7%BD%91%E5%87%BA%E5%93%81-24%E5%B0%8F%E6%97%B6%E7%A7%BB%E5%8A%A8%E7%91%9C%E4%BC%BD%E7%A7%81%E4%BA%BA%E5%8A%A9%E7%90%86/id1103167076?mt=8";"<U+300C><U+604B><U+7EC3><U+745C><U+4F3D><U+300D>-<U+745C><U+4F3D><U+7F51><U+51FA><U+54C1>,24<U+5C0F><U+65F6><U+79FB><U+52A8><U+745C><U+4F3D><U+79C1><U+4EBA><U+52A9><U+7406>";1103167076;"Health&Fitness";"<U+300C><U+604B><U+7EC3><U+745C><U+4F3D><U+300D><U+662F><U+4EC0><U+4E48><U+FF1F><U+300C><U+604B><U+7EC3><U+745C><U+4F3D><U+300D><U+662F><U+4E00><U+6B3E><U+5065><U+8EAB><U+51CF><U+80A5><U+3001><U+9A6C><U+7532><U+7EBF><U+7626><U+8EAB><U+3001><U+51A5><U+60F3><U+51CF><U+538B><U+7B49><U+4E00><U+7AD9><U+5F0F><U+745C><U+4F3D><U+4E60><U+7EC3><U+5E94><U+7528><U+3002><U+300C><U+604B><U+7EC3><U+745C><U+4F3D><U+300D><U+5E2E><U+52A9><U+7528><U+6237><U+5236><U+5B9A><U+4E13><U+4E1A><U+7684><U+8BFE><U+7A0B><U+8BAD><U+7EC3><U+8BA1><U+5212>,<U+540D><U+5E08><U+5728><U+7EBF><U+7B54><U+7591><U+89E3><U+51B3><U+7528><U+6237><U+5728><U+8BAD><U+7EC3><U+4E2D><U+9047><U+5230><U+7684><U+5404><U+7C7B><U+95EE><U+9898><U+3002><U+5B66><U+4E60><U+745C><U+4F3D>,<U+6709><U+54EA><U+4E9B><U+56F0><U+96BE><U+FF1F>- <U+751F><U+6D3B><U+5FD9><U+788C><U+3001><U+5DE5><U+4F5C><U+7E41><U+5FD9>,<U+6CA1><U+6709><U+56FA><U+5B9A><U+65F6><U+95F4><U+627E><U+8001><U+5E08><U+7EC3><U+4E60>- <U+627E><U+4E0D><U+5230><U+9760><U+8C31><U+7684><U+8001><U+5E08>,<U+745C><U+4F3D><U+9986><U+6388><U+8BFE><U+53C8><U+592A><U+8D35>- <U+7F51><U+4E0A><U+6559><U+5B66><U+89C6><U+9891><U+592A><U+591A>,<U+65E0><U+6CD5><U+5F62><U+6210><U+7CFB><U+7EDF><U+5316><U+7684><U+5B66><U+4E60><U+76EE><U+6807>,<U+575A><U+6301><U+4E0D><U+4E0B><U+53BB><U+600E><U+4E48><U+529E><U+FF1F><U+604B><U+7EC3><U+745C><U+4F3D><U+5E2E><U+60A8><U+89E3><U+51B3>!- <U+6839><U+636E><U+7528><U+6237><U+7684><U+745C><U+4F3D><U+5B66><U+4E60><U+66F2><U+7EBF><U+8BBE><U+5B9A><U+8BAD><U+7EC3><U+8BA1><U+5212>,3<U+5206><U+949F><U+5373><U+53EF><U+5B8C><U+6210><U+4E00><U+8282><U+745C><U+4F3D><U+7EC3><U+4E60>- <U+4E13><U+4E1A><U+8001><U+5E08><U+628A><U+63A7><U+6559><U+5B66><U+5185><U+5BB9>,<U+6EE1><U+8DB3><U+5404><U+9636><U+6BB5><U+5B66><U+4E60><U+8005><U+7684><U+4E60><U+7EC3><U+9700><U+6C42>,<U+5E76><U+4E14><U+5B8C><U+5168><U+514D><U+8D39>- <U+8BBE><U+6709><U+7CFB><U+7EDF><U+53CA><U+4E13><U+9879><U+8BAD><U+7EC3>,<U+6240><U+6709><U+8BAD><U+7EC3><U+5747><U+914D><U+6709><U+6559><U+5B66><U+89C6><U+9891><U+53CA><U+91CD><U+96BE><U+70B9><U+4ECB><U+7ECD>,<U+96F6><U+57FA><U+7840><U+4E5F><U+80FD><U+8F7B><U+677E><U+5B66><U+4E60><U+300C><U+604B><U+7EC3><U+745C><U+4F3D><U+300D><U+6838><U+5FC3><U+7279><U+70B9>:- <U+5404><U+53D6><U+6240><U+9700>,<U+591A><U+79CD><U+8BFE><U+7A0B><U+8BAD><U+7EC3><U+4F9B><U+4F60><U+9009><U+62E9><U+63D0><U+4F9B><U+5404><U+7C7B><U+53D7><U+6B22><U+8FCE><U+7684><U+745C><U+4F3D><U+8BFE><U+7A0B>,<U+9002><U+7528><U+4E0D><U+540C><U+6027><U+522B><U+3001><U+4E0D><U+540C><U+9700><U+6C42><U+4EBA><U+7FA4>- <U+4F34><U+968F><U+5F0F><U+8BAD><U+7EC3>,<U+96F6><U+57FA><U+7840><U+8F7B><U+677E><U+638C><U+63E1><U+771F><U+4EBA><U+540C><U+6B65><U+6F14><U+793A>,<U+53EA><U+9700><U+4F7F><U+7528><U+76F8><U+5173><U+9053><U+5177>,<U+9762><U+5BF9><U+9762><U+5E26><U+4F60><U+5FEB><U+901F><U+745C><U+8D77><U+6765>!- <U+771F><U+4EBA><U+8BED><U+97F3><U+5F15><U+5BFC><U+51A5><U+60F3><U+3002><U+6BCF><U+65E5>15<U+5206><U+949F><U+51A5><U+60F3>,<U+544A><U+522B><U+538B><U+529B>,<U+544A><U+522B><U+8D1F><U+9762><U+60C5><U+7EEA>,<U+91CD><U+65B0><U+638C><U+63A7><U+751F><U+6D3B><U+3002>- <U+540D><U+5E08><U+5728><U+7EBF>,<U+7591><U+96BE><U+89E3><U+7B54><U+3002><U+5411><U+540D><U+5E08><U+6559><U+7EC3><U+63D0><U+95EE>,<U+4E13><U+4E1A><U+7684><U+6307><U+5BFC><U+5EFA><U+8BAE>,<U+52A9><U+4F60><U+5065><U+5EB7><U+3002><U+4E00><U+65E5><U+745C><U+4F3D>,<U+4E00><U+4E16><U+4F18><U+96C5>!<U+63A8><U+8350><U+8BFE><U+7A0B>:Hi!<U+9A6C><U+7532><U+7EBF><U+8BAD><U+7EC3> <U+5851><U+5F62><U+745C><U+4F3D> <U+9888><U+80A9><U+8170><U+7406><U+7597><U+745C><U+4F3D> <U+9759><U+5FC3><U+5B89><U+7720> <U+8170><U+8179><U+901F><U+7626> <U+817F><U+90E8><U+901F><U+7626><U+5982><U+9700><U+8981><U+5E2E><U+52A9><U+6216><U+83B7><U+53D6><U+66F4><U+591A><U+4FE1><U+606F>,<U+8BF7><U+8054><U+7CFB>:<U+5B98><U+65B9><U+5FAE><U+535A>:@<U+604B><U+7EC3><U+745C><U+4F3D><U+5B98><U+65B9><U+5FAE><U+4FE1><U+516C><U+4F17><U+8D26><U+53F7>:<U+745C><U+4F3D><U+7F51><U+5B98><U+65B9><U+670D><U+52A1>QQ<U+8D26><U+53F7>:1472151598<U+5B98><U+65B9><U+7F51><U+7AD9>:https://www.yujia.com/<U+54C1><U+724C><U+5546><U+52A1><U+5408><U+4F5C>:hezuo@yujia.com<U+604B><U+7EC3><U+745C><U+4F3D>—<U+745C><U+751F><U+5353><U+8D8A>,<U+604B><U+4F60><U+6240><U+7EC3>";"<U+300C><U+604B><U+7EC3><U+745C><U+4F3D><U+300D>-<U+745C><U+4F3D><U+7F51><U+51FA><U+54C1>,24<U+5C0F><U+65F6><U+79FB><U+52A8><U+745C><U+4F3D><U+79C1><U+4EBA><U+52A9><U+7406>, Luoyang Zhongjia Net Tec Co., Ltd., Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.3.2";12;"English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese";1102021245;"Luoyang Zhongjia Net Tec Co., Ltd.";"https://itunes.apple.com/us/developer/luoyang-zhongjia-net-tec-co-ltd/id1102021245?mt=8";0;NA;41,7;"2018-08-30";"2016-10-01";NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
"https://itunes.apple.com/us/app/072%EA%B3%A8%ED%94%84/id1110215787?mt=8";"072<U+ACE8><U+D504>";1110215787;"Health&Fitness";"<U+AD6D><U+B0B4>, <U+C81C><U+C8FC>, <U+D574><U+C678> <U+ACE8><U+D504> <U+D328><U+D0A4><U+C9C0> <U+BC0F> <U+C2E4><U+C2DC><U+AC04> <U+C608><U+C57D><U+C744><U+C2A4><U+B9C8><U+D2B8><U+D558><U+AC8C> <U+C608><U+C57D> <U+D558><U+C138><U+C694>.";"072<U+ACE8><U+D504>, OUTIN Co., Ltd., Travel, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.0";4;"Korean";582559001;"OUTIN Co., Ltd.";"https://itunes.apple.com/us/developer/outin-co-ltd/id582559001?mt=8";0;NA;28,7;"2016-05-31";"2016-05-31";NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
"https://itunes.apple.com/us/app/1000-guided-meditations-simple-relaxation-calm/id1000522591?mt=8";"1000 Guided Meditations - Simple Relaxation & Calm";1000522591;"Health&Fitness";"Listen to audio courses, music, and relaxing sounds to support your meditation practice. Give up your everyday stress and learn to achieve mindfulness through the guidance of meditation experts. Find inner peace with this collection of relaxing sounds and courses. Discover the benefits of meditation in your own home or workplace.DECLUTTER YOUR MIND - Find inner peace through the powerful practice of daily meditation. Free yourself from anxiety and learn how to extinguish the fires of compulsive, self-sabotaging thinking. This is the path towards simplifying your life.BE MORE CREATIVE - It’s no secret that top performers take moments to find stillness and relax their mind. Mindfulness curbs stress and anxiety, and enhances the creative parts of your brain. It’s ancient mind hacking, and a must-have for your routine.TURN OFF THE THOUGHT FAUCET - Negative thinking has a huge impact on how we work, love, live, and play. These looping thoughts become a powerful cycle that clouds our judgement and control us. Learn that you are not your thoughts, and overcome the obstacles in your way. FREE APP -This app is free to download and includes over 100 hours of free audio programs. To unlock and get all content, you’ll want to subscribe. (in-app purchase fees apply).GET ON TRACK - Audiojoy makes it simple. Listen to a guided meditation every day and stay disciplined. Explore a rich library of tracks on zen, yoga, mind-hacking and more.This app is your one-stop shop for all your meditation needs. This extensive library of sounds and courses gives you everything you need to support your meditation practice. Both beginners and experts can find new ways to enhance their mindfulness. Binaural beats and nature sounds have been proven to help you relax. Your path to mindfulness begins here.FEATURES:This app is packed full of amazing features to get you meditating:+ 1000+ audio tracks, 100+ hours of content+ Daily featured audio content+ Search and explore all content+ Add to a favorites list+ Listen while offline+ Build a playlist of the tracks you want to hear+ Read along with the text version+ Sleep and meditation timer+ Looping relaxation and meditative sounds (over 2.4 million combinations)+ Daily inspiration notificationsAudiojoy creates educational, how-to content for happier lives. We believe everyone can develop the skills to be the best. Audiojoy makes it easy to put these techniques into practice, so you can master what you want and stop what’s get in the way.CONTENT INCLUDED:This app includes hundreds of hours of guided meditative tracks. We add new stuff weekly. Here’s a sample of the tracks offered to invite you to that zen state of mind.+ 50 Beginner Mediations+ 200 Meditation Music Tracks, Soundscapes and Zen Backgrounds+ 40 Nature Sounds Meditations (ocean waves, wind, rain, thunder, etc.)+ 40 Binaural Beats Brain and Sleep Meditation Waves+ 40 Meditation Chimes, Chants and Bells+ Step by Step How to Meditation Audio Instructions+ Hundreds of Curated Meditations and Spiritual Readings+ Relaxation, Sleep & Stress Relief Meditations+ Hypnosis Programs for Relaxing and Calm Mindfulness... and much much more!--------------------We offer auto-renewing subscriptions as well a one-time unlock fee via in-app purchase. Details about our subscriptions for Audiojoy content are:* 1 Month (auto renews every month) for $3.99* 3 Month (auto renews every 3 months) for $6.99* Payment will be charged to iTunes Account at confirmation of purchase* Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period* No cancellation of the current subscription is allowed during active subscription period* Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication. Please read our privacy policy and terms of use: http://audiojoy.com/terms";"1000 Guided Meditations - Simple Relaxation & Calm, Pitashi! Mobile Imagination., Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"3.6.1";12;"English";429609246;"Jeff Solomon";"https://itunes.apple.com/us/developer/pitashi-mobile-imagination/id429609246?mt=8";0;NA;26,6;"2017-08-20";"2015-08-07";4,7;310;80;1;5;14;1;"2018-10-24"
"https://itunes.apple.com/us/app/2018-nei-congress/id1434463829?mt=8";"2018 NEI Congress";1434463829;"Medical";"At the NEI Psychopharmacology Congress, you will learn from a rich roster of dynamic and interactive psychopharmacological sessions. Learn about the latest drugs in case-based presentations with real-life outcomes. Enjoy our exceptional education, superior audio/video, networking, and special events. This app provides features to enhance your meeting experience.";"2018 NEI Congress, Neuroscience Education Institute, Medical, Education, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";NA;17;"English";691534956;"Neuroscience Education Institute Apps";"https://itunes.apple.com/us/developer/neuroscience-education-institute/id691534956?mt=8";0;NA;220;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
"https://itunes.apple.com/us/app/24-congreso-seeop/id1094253293?mt=8";"24 congreso SEEOP";1094253293;"Medical";"Aplicación oficial del XXIV Congreso de la Sociedad Española de Estrabología y Oftalmología Pediátrica (SEEOP) que se celebrará del 14 al 16 de abril en la Facultad de Medicina y Enfermería de Córdoba. Edificio Sur, Córdoba. La APP incluye el programa científico así como información adicional sobre actividades locales y otros lugares de interés turístico.";"24 congreso SEEOP, AVPM AUDIOVISUAL Y MARKETING SL, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";NA;12;"English, French, German, Italian, Japanese, Portuguese, Simplified Chinese, Spanish, Traditional Chinese";582954700;"AVPM AUDIOVISUAL Y MARKETING SL";"https://itunes.apple.com/us/developer/avpm-audiovisual-y-marketing-sl/id582954700?mt=8";0;NA;45,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
"https://itunes.apple.com/us/app/5-minute-plank-calisthenics/id899248298?mt=8";"5 Minute Plank Calisthenics";899248298;"Health&Fitness";"******************* The plank exercise is a great way to develop your abs for a six pack and strengthen your core. ******************* Becoming and staying fit has never been easier with the help of 5 Minute Plank! It takes only 5 minutes, for the plank exercise (also known as planking), in the morning or in the evening at home or at the office to be in a great shape! With an easy to use interface, this app is a MUST if you want to develop strong abs and strengthen your core! The best part? The exercises are simple to perform, do not require any equipment, and therefore, can be done anywhere! NO MORE EXCUSES. We are dedicated fitness professionals and app developers. We strive to make the highest quality products - if you have any suggestions, feel free to contact us. Our apps are regularly updated at no charge. Using our application it will work your core to its maximum in just 5 minutes. Six hard working plank exercises with a short burst of rest in between will have you huffing and puffing and sweating your way to a stronger core. If you do this Plank work out and don't feel the burn you are doing it wrong! With an extremely easy to use interface you will be on your way to developing strong abs and a strong core in no time! The plank (also called a front hold, hover, or abdominal bridge) is an isometric core strength exercise that involves maintaining a difficult position for extended periods of time. The most common plank is the front plank which is held in a push-up position with the body's weight borne on forearms, elbows, and toes. Many variations exist such as the side plank and the reverse plank.The plank is commonly practiced in pilates and yoga, and by those training forboxing and other sports. The plank strengthens the abdominals, back, and shoulders.We offer 3 different types of subscriptions:- Subscription length: 1 month- Free trial: 3 days- Price for the subscription after free trial: $1.99- Subscription type: auto-renewable- Payment will be charge to iTunes Account at confirmation of purchase- Subscription automatically renews unless auto-renew is turned off at least 24 hours before the end of the current period- Account will be charged for renewal within 24 hours prior to the end of the current period- Subscriptions may be managed by the user by going to the user's account settings after purchase- Privacy: http://lupu.digitallabs.ro/5MinPlank/Privacy/- Terms: http://lupu.digitallabs.ro/5MinPlank/Terms/- Contact: http://lupu.digitallabs.ro/5MinPlank/Contact/- Subscription length: 6 months- Price for the subscription: $9.99- Subscription type: auto-renewable- Payment will be charge to iTunes Account at confirmation of purchase- Subscription automatically renews unless auto-renew is turned off at least 24 hours before the end of the current period- Account will be charged for renewal within 24 hours prior to the end of the current period- Subscriptions may be managed by the user by going to the user's account settings after purchase- Privacy: http://lupu.digitallabs.ro/5MinPlank/Privacy/- Terms: http://lupu.digitallabs.ro/5MinPlank/Terms/- Contact: http://lupu.digitallabs.ro/5MinPlank/Contact/- Subscription length: 12 months- Price for the subscription: $17.99- Subscription type: auto-renewable- Payment will be charge to iTunes Account at confirmation of purchase- Subscription automatically renews unless auto-renew is turned off at least 24 hours before the end of the current period- Account will be charged for renewal within 24 hours prior to the end of the current period- Subscriptions may be managed by the user by going to the user's account settings after purchase- Privacy: http://lupu.digitallabs.ro/5MinPlank/Privacy/- Terms: http://lupu.digitallabs.ro/5MinPlank/Terms/- Contact: http://lupu.digitallabs.ro/5MinPlank/Contact/";"5 Minute Plank Calisthenics, Gabriel Lupu, Health & Fitness, Lifestyle, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.0.5";4;"English";879865900;"Gabriel Lupu";"https://itunes.apple.com/us/developer/gabriel-lupu/id879865900?mt=8";0;NA;26,9;"2018-04-20";"2014-07-21";4,8;5;80;0;0;20;0;"2018-10-24"
"https://itunes.apple.com/us/app/889/id587015075?mt=8";"889";587015075;"Health&Fitness";"Download the 889 App today to view our Yoga, Pilates, Meditation & Barre class schedules and to reserve your 889 classes! From this App you can view class schedules, sign-up for classes, buy class packages, learn about new promotions and be the first to know about special offers. Save time and enjoy the convenience of signing up for classes from your phone! Download today and check out our website at: http://www.889yoga.com/";"889, MINDBODY, Incorporated, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"4.0.2001";4;"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese";472317932;"MINDBODY, Incorporated";"https://itunes.apple.com/us/developer/mindbody-incorporated/id472317932?mt=8";0;NA;54,5;"2017-11-27";"2012-12-16";NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
"https://itunes.apple.com/us/app/academia-ideal/id1381492923?mt=8";"Academia Ideal";1381492923;"Health&Fitness";"A Academia Ideal está em constante aprimoramento para que seus clientes tenham sempre uma experiência incrível com nossos serviços. Por isso agora contamos com um aplicativo mobile exclusivo para nossos alunos com uma interface moderna e interativa. Trata-se de uma plataforma digital que irá possibilitar um atendimento com ainda mais excelência que só o aluno Academia Ideal conhece.  Através do nosso app cliente Academia Ideal terá acesso à:- Planilha de treinamento na tela do celular- Evolução de seu treinamento- Agendamento de aulas pelo app- Laudo de avaliação física completo- Pesquisa de satisfação e informativos sobre promoções e novidades da Academia Ideal.";"Academia Ideal, Eli Soft Informatica Ltda ME, Health & Fitness, Lifestyle, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";NA;12;"English";1261464349;"Eli Soft Informatica Ltda ME";"https://itunes.apple.com/us/developer/eli-soft-informatica-ltda-me/id1261464349?mt=8";0;NA;15,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
"https://itunes.apple.com/us/app/accadueo-club/id1183712308?mt=8";"Accadueo Club";1183712308;"Health&Fitness";"App per i clienti della palestra ACCADUEO CLUBHai in tempo reale i tuoi programmi di allenamento, le tue diete e le tue schede di valutazione, sarai sempre connesso con la tua palestra ed avrai accesso sempre e ovunque ai tuoi dati.Scarica l'app e richiedi al tuo personal trainer l'account di accesso e scoprirai un nuovo modo di allenarti.• Porta sempre con te la tua scheda di allenamento. • Consulta centinaia di schede tecniche esercizi.• Video 3D e mappe muscolari degli esercizi.• Gestisci il tuo diario di allenamento. • Consulta le schede pronte che la tua palestra ti mette a disposizione.• Analizza i tuoi progressi. • Tieni sotto controllo il tuo peso, la tua massa grassa e le tue misure. • Stai sempre in contatto con i tuoi trainer.• I tuoi appuntamenti sempre sott'occhio.• Ricevi le news e le notifiche sulle novità.Richiedi al tuo personal trainer la tua APP !";"Accadueo Club, EvolutionFit s.a.s., Health & Fitness, Sports, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.1";4;"English";973147240;"EVOLUTIONFIT SAS DI ANDREA TILOMELLI & CO.";"https://itunes.apple.com/us/developer/evolutionfit-s-a-s/id973147240?mt=8";0;NA;12,1;"2018-01-16";"2016-12-15";NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
"https://itunes.apple.com/us/app/adhd-news/id480364035?mt=8";"ADHD News";480364035;"Health&Fitness";"Industry Experts Share ADHD News, Updates, Tips, and More!Portrait Health Centers, the industry leader in the treatment of learning disorders for children and adults, shares tips, news, and advice about the treatment, diagnosis, and therapy options for people struggling with Attention Deficit  (ADHD) and other learning disorders.";"ADHD News, Healthy Life Labs, Lifestyle, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";NA;4;"English";323132305;"Healthy Life Laboratories";"https://itunes.apple.com/us/developer/healthy-life-labs/id323132305?mt=8";0;NA;1,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
