"URL";"Name";"ID";"Category";"Description";"Keywords";"Version";"Age Rating";"Language(s)";"Developer ID";"Developer Name";"Developer URL";"Price";"Currency";"Size";"Last Update Date";"Release Date";"Average user ratings-current";"Number of user ratings-current";"% of user ratings with 5 stars";"% of user ratings with 4 stars";"% of user ratings with 3 stars";"% of user ratings with 2 stars";"% of user ratings with 1 star";"Date"
"https://itunes.apple.com/us/app/abc-of-dermatology/id1145789283?mt=8";"ABC of Dermatology ";1145789283;"Medical";"ABC of Dermatology: A practical guide to identification, recognition, treatment and management of common dermatological conditions encountered within primary care, walk-in centres, and the emergency room and within patients admitted to hospital with medical/surgical conditions.Download the FREE app and view selected topics- Approximately 10% of the content is viewable in the free app and tapping on the locked topic will launch the in-app purchase screen.FULL DESCRIPTION:ABC of Dermatology gives a concise overview of all the essentials of dermatology for non-dermatologists. It is particularly useful in primary care, and is an excellent introduction to dermatology for nurses and medical students. Rather than systematic description of numerous skin conditions that can overwhelm the non-specialist, a few common conditions are used as a basis for comparison with less common skin diseases. Some sections such as systemic disease and the skin, cutaneous immunology, and practical procedures are less suitable for this approach and are covered in a more didactic manner. This latest update is based on the 6th edition. Key Features- Fully updated with new developments and treatments, this sixth edition provides expanded coverage of psoriasis, eczema, inflammatory dermatoses and drug photosensitivity. It also includes improved coverage of the management of onychomycosis, scabies and lice, and hair and scalp, and new content on biological treatments, lymphoedema, community acquired MRSA, pityriasis rosea, immune reconstitution syndrome and antifungal drugs.- With over 450 full color illustrations this bestselling resource ideal learning partner and resource for GPs, family physicians, junior doctors, medical students and primary care health professionals.- Includes sections on drug rashes, connective tissue disease, skin tumors, practical procedures, laser treatments and a practical guide to dressings and bandages, this highly illustrated resources is invaluable resource for GPs, GP registrars, junior doctors, medical students and primary care nurses- Provides a basic understanding of pathological processes which explains the characteristic features of skin diseases- A straightforward approach to investigations and diagnoses in addition to the latest advances in the management of skin disease- Sections cover: topical dermatology, the sun and the skin, genetics and infections, and dermatology in general practice- Sets out the main types of clinical change that occur in and on the skin, and relates this to specific skin conditions and underlying pathological changes- Summarizes the relevant pathological processes, diagnostic features and learning pointsBased on: 6th EditionEditor: Rachael Morris-JonesPublisher: John Wiley & Son Inc. and its affiliatesISBN-13: 978-1118520154SPECIAL FEATURES:Locate a disease, symptom or medication in the fastest possible manner:- Use ""Spotlight Search"" from Home screen- Tap and Hold launch icon to open Last Topic, History, Favorites ..- Navigate using multiple indices- History to open frequently visited pages- Bookmarks NEVER FORGET ANYTHING:Mark topics with relevant information:- Rich-text notes - Voice memos- Annotations with scribble, doodle or textYou choose the method to note this regardless of the context you are in to ensure that the important facts are available whenever you access the topic, whether it is tomorrow or six months from now.";"ABC of Dermatology, Skyscape Medpresso Inc, Medical, Education, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"3.2.7";17;"English";"818609416";"Skyscape Medpresso Inc";"https://itunes.apple.com/us/developer/skyscape-medpresso-inc/id818609416?mt=8";0;NA;67,7;"Jun 16 2018";"Jun 16 2018";NA;NA;NA;NA;NA;NA;NA;2018-10-19
"https://itunes.apple.com/us/app/airfiit/id1155692411?mt=8";"AirFiit ";1155692411;"Health&Fitness";"Somos um aplicativo de fitness com um conceito único e diferente de tudo o que você já viu. Oferecemos um serviço  que acompanha seu estilo de vida, buscando a excelência, tanto na parte técnica quanto no atendimento das suas necessidades.Temos professores especialistas em diversas modalidades e uma grade de aulas ao ar livre que vão se encaixar no que você está buscando.Baixe agora mesmo o AirFiit e venha ficar em forma de uma maneira prazerosa e saudável.";"AirFiit, BIZSYS crazies about technology & marketing, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.2";4;"English";"858771572";"BIZ&SYS Consultoria de Neg<U+FFFD>cios e Tecnologia de Informa<U+FFFD>o Ltda.";"https://itunes.apple.com/us/developer/bizsys-crazies-about-technology-marketing/id858771572?mt=8";0;NA;39,1;"Nov 11 2016";"Nov 11 2016";NA;NA;NA;NA;NA;NA;NA;2018-10-19
"https://itunes.apple.com/us/app/animal-veterinary-drugs/id354953061?mt=8";"Animal  & Veterinary Drugs ";354953061;"Medical";"Updated with 2400+ drug entries*******************************Featured in ""What's Hot in Medical"" in multiple countries including Canada, Germany, Mexico, NZ, Spain, Italy,Greece !!!  *********************************The top Animal and Veterinary drugs are now available on the iPhone! FEATURESNEW:  Text-to-speech pronunciation- Over 2400 drug listings- Ability to search by animal (cattle, sheep, dog, cat, hamster..etc)- NO Subscription fees- Drug information comes from the FDA Veterinary database- Alphabetical listing by Brand names- Searchable within the Brand Name, Generic Name- Drug Manufacturer, Drug Form are available!- Ability to save favorites- Advanced Search capability by name or by keyword- Email capabilityNOTE: We also have added customer requested drugsLIMITATIONS:In 1994, the Animal Medicinal Drug Use Clarification Act (AMDUCA) was passed. This act permits veterinarians to prescribe human drugs to treat animals. However, these drugs have not been approved by the FDA.The drugs is currently limited to FDA approved animal drugs and we currently do not support any drugs that are not approved by the FDA for the use with animals.  If you find non-approved drugs that you think should be supported, please email us.NOTE:Always check the label on medications you are giving and consult a Veterinarian regard drug and medication use and side effects. The information contained in this app comes from the FDA and is provided for educational purposes only.FEEDBACKSend us your feedback for what you want in the next release!NEWS AND UPDATES:Visit our website at www.kavapoint.com Follow us on www.twitter.com/kavapoint** Compiled and iOS8+ Ready!";"Animal  & Veterinary Drugs, Kavapoint LLC, Medical, Reference, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.2";17;"English";"317958645";"KAVAPOINT";"https://itunes.apple.com/us/developer/kavapoint-llc/id317958645?mt=8";0,99;"$";10,8;"Nov 14 2017";"Nov 14 2017";3,4;8;50;13;13;0;25;2018-10-19
"https://itunes.apple.com/us/app/astro-smiley/id996081495?mt=8";"Astro Smiley ";996081495;"Health&Fitness";"SIMPLEST AND CUTEST ASTROLOGICAL APP!Use Astro Smiley to predict your days and know your future.This app uses the science of numerology, astrology and horoscopes combined in one single complex algorithm to predict about you.Daily horoscopes are shown in form of cute smileys. And detailed Future predictions are given in text written in simplest form to explain everything without any confusion.This app aims at being your daily guide and hence, would also provide you with your daily lucky color and most favorable time of the day. You would also be able to share your daily “Astro Smileys” with your friends and family using Facebook, twitter, email, iMessage etc.Astro Smiley includes glances and notifications for Apple Watch. Features:- Provision to enter your date of birth - Calculation of daily horoscopes represented in form of  “Astro Smileys”- Detailed future analysis ( In-App purchase)- Daily notifications to remind you to check out your day- Daily lucky color and lucky hours - Option to share “Astro Smileys” with your friends and family using Facebook, Twitter, mail, etc.- Glances and notification for Apple Watch";"Astro Smiley, Vikas Mittal, Lifestyle, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.0";4;"English";"895118375";"Vikas Mittal";"https://itunes.apple.com/us/developer/vikas-mittal/id895118375?mt=8";0;NA;37,3;"Oct 8 2015";"Oct 8 2015";NA;NA;NA;NA;NA;NA;NA;2018-10-19
"https://itunes.apple.com/us/app/atout-vue/id1051048465?mt=8";"Atout Vue ";1051048465;"Both";"Atout Vue est l'application qui permet aux opticiens de tester une solutionqui peut être personnalisée et dédiée à leurs clients et futurs clients:elle facilite la localisation du/des magasins, conserve l'ordonnancenumérique, envois de documents, rappelle vos rdv, gère la carte fidélité,gestion des parrainages, envois des actualités magasin, des promotions...sans oublier les commandes et renouvellements des lentilles !";"Atout Vue, CIT-OPTIMUM, Health & Fitness, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"5.4.0";12;"English, Dutch, French, German, Italian";"1051048464";"Centre Informatique de Traitemen:";"https://itunes.apple.com/us/developer/cit-optimum/id1051048464?mt=8";0;NA;10,8;"Sep 26 2018";"Sep 26 2018";NA;NA;NA;NA;NA;NA;NA;2018-10-19
"https://itunes.apple.com/us/app/babio-baby-activity-tracker-reminder-simplified/id976742756?mt=8";"Babio - Baby Activity Tracker & Reminder, Simplified ";976742756;"Both";"BABIO baby tracking and alert app keeps things simple so you can focus on what’s important. As a new parent, we know you've got your hands full. Let BABIO take away a bit of the stress by keeping your most important baby tracking info in one place.  Log the essentials: feedings (bottle or breast), diapers, sleeping, weight tracking, and alert yourself when baby is due for their next feeding or if they are overdue for a dirty diaper. Also included is a notes section for at-your-fingertip reminders of any question you may have for an upcoming doctor’s visit.Feature Highlights:- Supports multiple babies (up to 4)- Quick & easy logging of feedings, diapers, and sleeping - Allows Mama to go in and out of BABIO application without any interruption to tracking(s) in progress- Feedings: Bottle or Breast- Breastfeeding tracks date/time on each breast, reminding Mama which breast(s) last used and for how long- Diaper tracker allows you to track date/time, plus the amount of pee and poop in each diaper- Set reminders prompting notification alerts to your phone when baby is ready for their next feeding and diaper- Notes section for quick questions or notes for your next doctor’s visit";"Babio - Baby Activity Tracker & Reminder, Simplified, Martin Steiner, Health & Fitness, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.1";4;"English";"976742755";"Martin Steiner";"https://itunes.apple.com/us/developer/martin-steiner/id976742755?mt=8";0;NA;4,2;"Sep 1 2015";"Sep 1 2015";4,5;336;57;1;6;36;0;2018-10-19
"https://itunes.apple.com/us/app/bb-%ED%95%84%EB%9D%BC%ED%85%8C%EC%8A%A4/id897728738?mt=8";"BB <U+D544><U+B77C><U+D14C><U+C2A4> ";897728738;"Health&Fitness";"*** BB PILATES ***- <U+D648><U+D398><U+C774><U+C9C0> : http://bbpilates.qrsvc.com- <U+C8FC><U+C18C> : <U+BD80><U+C0B0><U+C2DC> <U+D574><U+C6B4><U+B300><U+AD6C> <U+C6B0><U+B3D9> 1506(<U+C13C><U+D140>3<U+B85C> 26) <U+C13C><U+D140><U+C2A4><U+D018><U+C5B4> 5<U+CE35> 501<U+D638> <U+C13C><U+D140><U+D638><U+D154><U+B9DE><U+C740><U+D3B8>- TEL : 051-741-8865<U+C548><U+B155><U+D558><U+C138><U+C694> <U+BD80><U+C0B0> <U+D574><U+C6B4><U+B300> <U+C13C><U+D140> BB<U+D544><U+B77C><U+D14C><U+C2A4> <U+C6D0><U+C7A5> <U+BC15><U+C131><U+BBF8> <U+C785><U+B2C8><U+B2E4>.<U+C5EC><U+D0DC><U+AECF> <U+C5EC><U+B7EC><U+AC00><U+C9C0> <U+C6B4><U+B3D9><U+C744> <U+C811><U+D574> <U+BCF4><U+BA74><U+C11C> <U+C800><U+B294> <U+D544><U+B77C><U+D14C><U+C2A4><U+B9CC><U+D07C><U+ACFC><U+D559><U+C801><U+C774><U+ACE0> <U+CCB4><U+ACC4><U+C801><U+C778> <U+C6B4><U+B3D9><U+C740> <U+C5C6><U+C744><U+AEBC><U+B77C><U+B294> <U+AC70><U+B9CC><U+D55C> <U+C0DD><U+AC01><U+C744> <U+D574><U+BD05><U+B2C8><U+B2E4>.<U+C721><U+C0C1><U+ACFC> <U+AE30><U+ACC4><U+CCB4><U+C870><U+B97C> <U+AC70><U+CCD0> <U+D55C><U+AD6D><U+BB34><U+C6A9><U+C744> <U+C804><U+ACF5><U+D558><U+AC8C> <U+B418><U+C5C8><U+ACE0><U+C804>)<U+BD80><U+C0B0> <U+C2DC><U+B9BD> <U+BB34><U+C6A9><U+B2E8><U+C6D0><U+C73C><U+B85C> <U+D65C><U+B3D9><U+D558><U+B358> 5<U+B144><U+C774><U+B77C><U+B294> <U+C2DC><U+AC04>,<U+CD94><U+C5B5><U+B3C4> <U+B9CE><U+C558><U+ACE0> <U+C990><U+AC70><U+C6B4> <U+C2DC><U+AC04><U+C774><U+C5C8><U+C2B5><U+B2C8><U+B2E4>.<U+D558><U+C9C0><U+B9CC> <U+C81C> <U+C778><U+C0DD><U+C5D0> <U+D130><U+B2DD><U+D3EC><U+C778><U+D2B8><U+B294> <U+BC14><U+B85C> <U+D544><U+B77C><U+D14C><U+C2A4><U+B77C><U+B294> <U+C0DD><U+AC01><U+C774> <U+B108><U+BB34><U+B098> <U+D655><U+ACE0><U+D558><U+B124><U+C694>.<U+B0A8><U+B140><U+B178><U+C18C> <U+B204><U+AD6C><U+B4E0><U+C9C0> <U+C811><U+D560> <U+C218> <U+C788><U+B294> <U+D544><U+B77C><U+D14C><U+C2A4><U+B294><U+C5EC><U+B7EC><U+BD84><U+B4E4><U+C5D0><U+AC8C> <U+C815><U+B9D0> <U+C790><U+C2E0><U+AC10> <U+C788><U+AC8C> <U+C18C><U+AC1C><U+D574> <U+B4DC><U+B9B4> <U+C218> <U+C788><U+B294><U+C800><U+C758> <U+C560><U+C778><U+AC19><U+C740> <U+C874><U+C7AC><U+AC00> <U+B418><U+C5B4><U+BC84><U+B838><U+B2F5><U+B2C8><U+B2E4>.BB(Balanced & Body, Beauty & Body)<U+D544><U+B77C><U+D14C><U+C2A4><U+B294><U+C0CC><U+D504><U+B780><U+C2DC><U+C2A4><U+CF54> <U+CD5C><U+ACE0><U+C758> <U+D544><U+B77C><U+D14C><U+C2A4> <U+AD50><U+C721><U+AE30><U+AD00><U+C73C><U+B85C> <U+AF3D><U+D788><U+B294>EHS(www.ehspilates.com)<U+D504><U+B85C><U+ADF8><U+B7A8><U+ACFC> <U+BBF8><U+AD6D><U+C758>BBU<U+D504><U+B85C><U+ADF8><U+B7A8><U+C73C><U+B85C> <U+C9C4><U+D589><U+B418><U+B294> <U+C804><U+BB38> <U+C2A4><U+D29C><U+B514><U+C624><U+C785><U+B2C8><U+B2E4>.EHS<U+C640> BBU <U+C804> <U+ACFC><U+C815><U+C758> <U+C790><U+ACA9><U+C744> <U+CDE8><U+B4DD><U+D55C> <U+C804><U+BB38> <U+AC15><U+C0AC><U+C9C4><U+C73C><U+B85C><U+AD6C><U+C131><U+B418><U+C5B4> <U+C788><U+C73C><U+BA70>, <U+D68C><U+C6D0><U+B2D8><U+B4E4><U+C758> <U+BAB8><U+C5D0> <U+B9DE><U+B294> <U+B9DE><U+CDA4><U+C2DD><U+C6B4><U+B3D9><U+BC95><U+C744> <U+C2DC><U+D589><U+D558><U+ACE0><U+C790> <U+CD5C><U+C120><U+C744> <U+B2E4><U+D558><U+ACE0> <U+C788><U+C2B5><U+B2C8><U+B2E4>.HEALTHY <U+BCF4><U+B2E4> <U+AC74><U+AC15><U+D574><U+C9C8><U+C218> <U+C788><U+B2E4><U+B294> <U+C790><U+C2E0><U+AC10>MISSION <U+B354> <U+B098><U+C740> <U+C0B6><U+C5D0> <U+B300><U+D55C> <U+B3C4><U+C804>VISION <U+B2E8><U+B828><U+B41C> <U+BAB8><U+ACFC> <U+B9C8><U+C74C><U+C758> <U+AC00><U+CE58> <U+D5A5><U+C0C1>""BB<U+D544><U+B77C><U+D14C><U+C2A4><U+B294> <U+AC74><U+AC15><U+C758> <U+C0C8><U+B85C><U+C6B4> <U+AC00><U+CE58><U+B97C> <U+CD94><U+AD6C><U+D569><U+B2C8><U+B2E4>.""";"BB <U+D544><U+B77C><U+D14C><U+C2A4>, WOOTAE KIM, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"6.50";4;"Korean";"692617786";"WOOTAE KIM";"https://itunes.apple.com/us/developer/wootae-kim/id692617786?mt=8";0;NA;3,1;"Apr 14 2015";"Apr 14 2015";NA;NA;NA;NA;NA;NA;NA;2018-10-19
"https://itunes.apple.com/us/app/beatcell/id1174215927?mt=8";"BeatCell ";1174215927;"Health&Fitness";"Enjoy an innovative health diagnostic application. Your heart pulse tell a lot more about the health status.By connecting with Apple Health via HealthKit API, BeatCell collected heart rate, step and other data from Apple Health compatible wearable devices and analyze all your daily activities and later recommend you proper and personalized activities adjustment. Your heart pulse rate, which affects your appearance and personality, will reach the optimum by adjusting your daily steps and modes. BeatCell helps boosting your personal appearance from both good physical and mental health by following our analysis. FEATURES AND BENEFITS- Bio Age Analysis. BeatCell gives you an extensive health assessment that will allow you to compare your chronological age with your measured biological age, as well as advice on how to reduce your biological age and improve your longevity.- Bio Score Analysis. Your Bio Score, derived from immunity, the ability of an organism to resist a particular infection or toxin by the action of specific antibodies, will be calculated. You will then know the sensitivity of your body resist with externally uncontrolled factors.- Health Tracking and Summary. Step movement, sleep behavior monitoring, all-day heart rate tracking, along with resting heart rate will be tracked all over the time. You will understand what you are lacked of and what you have to improve to make your health in a good shape.- Tips of The Day. We generate tip of the day for individual user based on biological data, daily activities, and behaviors. The users then know what they should action for the next steps in order to stabilize the sustainable health and good mental.- Community. BeatCell will be able to benchmark your bio ages and immunities with your buddies and friends. Our communities will provide you beneficial information about how to plan your activities to align with your personalized body data.EASY TO USE1. Wear your device as normal and make sure it connected with Apple’s Health.2. Download BeatCell to your iPhone and register or log in by Social Network (Facebook, Google+ or Twitter).3. Follow the beginning steps advised by the application.4. Enjoy monitoring your health status.NOTE:Make sure that you wear Apple’s Health compatible device and let connected to Apple’s Health. BeatCell will retrieve data directly from Apple’s Health. The latest Apple Health’s compatible devices are.  - Apple Watch - Huawei TalkBand B2 - UP3 by Jawbone - Wahoo Tickr X review - Xiaomi Mi Band Pulse - Xiaomi Mi Band 1S Pulse - Xiaomi Mi Band 2 - WAHOO SOFT ANT+ HEART RATE MONITOR - Polar A360Polar Loop Crytal - Polar Loop 2 step activity trackerPolar a300 - Polar LoopPolar M400 - Polar M600Garmin Vivosmart HR+ - Garmin vivoactive HR - Garmin Vivosmart HR - Garmin vivoactive - Garmin fenix Chronos - Garmin  fenix 3 HR - Garmin fenix 3 Sapphire - Garmin Forerunner 630 - Garmin Forerunner 235 - Garmin Forerunner 230 - Garmin Forerunner 35 - Garmin Forerunner 25 - Garmin Forerunner 735XT - Garmin Forerunner 920XT - Garmin Approach X40 - Moov NowNOTE: Works best on IOS 9.0 or later.NOT INTENDED FOR MEDICAL USE, FOR HEALTH TRACKING USE ONLY. This is not a medical diagnostic device and is not an ECG or EKG. Available to download all users, regardless of your condition: fit, healthy, stress, high blood pressure, hypertension, heart disease, high cholesterol, chronic heart attack, cardiac arrest, afib, atrial fibrillation, stroke, panic attacks, hyperventilation, copd, murmurs, cardiovascular disease, pacemaker, etc.Our privacy policy http://www.beatcell.com/support/beatcell-privacy-policy/Any question or inquiry, do not hesitate to contact us.BeatCell Website www.beatcell.comSupport: support@beatcell.com";"BeatCell, Demeter ICT Limited, Health & Fitness, Productivity, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.3";4;"English";"1174215926";"Demeter ICT Limited";"https://itunes.apple.com/us/developer/demeter-ict-limited/id1174215926?mt=8";0;NA;60,2;"Jan 9 2018";"Jan 9 2018";NA;NA;NA;NA;NA;NA;NA;2018-10-19
"https://itunes.apple.com/us/app/birdsong-fm/id555668038?mt=8";"Birdsong.fm ";555668038;"Health&Fitness";"Relax to the tranquil sounds of birdsong with the new Birdsong.fm app. Escape the city and liberate your senses and mind.Listen at home, whilst you’re commuting or unwind at the end of a stressful day.Start your day to the inspiring sound of dawn chorus using the Birdsong.fm alarm clock or drift away into a peaceful slumber using the sleeper function.Birdsong has been proven to help reduce stress, keep you focused and can even help you get to sleep.“Birdsong is the sound which most people find reassuring. There is a reason for that. Over thousands of years we’ve learned that when the birds are singing, things are safe. It’s when they stop that you need to be worried.” Julian Treasure (TED), Sound Consultant";"Birdsong.fm, Wavestreaming.com, Health & Fitness, Entertainment, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"3.0";4;"English";"553866149";"IGNISO LTD";"https://itunes.apple.com/us/developer/wavestreaming-com/id553866149?mt=8";0,99;"$";12,2;"Sep 22 2017";"Sep 22 2017";3,6;19;53;21;5;5;16;2018-10-19
"https://itunes.apple.com/us/app/buddycare/id1090868201?mt=8";"BuddyCare ";1090868201;"Both";"BuddyCare is a patient-centric care coordination and patient engagement mobile application that supports patients' and families' journey pre- and post-surgery from preparation to recovery. The application automates and monitors patients' preparation for surgery and recovery procedures as well as provides timely information throughout the patient journey.BuddyCare provides you with all the information about the surgery and treatment via an efficient, user-friendly and interactive timeline. You will receive reminders about important tasks before and after the surgery, opportunity to fill documents, navigation to hospital on the day of surgery and post-operative instructions, just to name a few.The objective of the application is to allow you to focus on caring for yourself as a patient or caring for the patient as a caretaker. You will easily receive all important information and support material in the application.You may try out the application by pressing ""Try Demo"" on the front page and schedule a procedure. Please note this is a demo timeline.Problems downloading or installing the app? Please contact care@buddyhealthcare.com.We are also more than eager to hear your opinions of the application. Any suggestions for improvement or other comments? You can submit your ideas to care@buddyhealthcare.com.Thank you and enjoy!";"BuddyCare, Buddy Healthcare, Medical, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.6.0";17;"English, Finnish, French, German, Portuguese, Spanish, Swedish";"1090867570";"Buddy Healthcare Ltd Oy";"https://itunes.apple.com/us/developer/buddy-healthcare/id1090867570?mt=8";0;NA;54,6;"Oct 13 2018";"Oct 13 2018";NA;NA;NA;NA;NA;NA;NA;2018-10-19
