"URL";"Name";"ID";"Category";"Description";"Keywords";"Version";"Age.Rating";"Language.s.";"Developer.ID";"Developer.Name";"Developer.URL";"Price";"Currency";"Size";"Last.Update.Date";"Release.Date";"Average.user.rating";"Number.of.user.ratings";"X..of.user.ratings.with.5.stars";"X..of.user.ratings.with.4.stars";"X..of.user.ratings.with.3.stars";"X..of.user.ratings.with.2.stars";"X..of.user.ratings.with.1.star";"Date";"NC";"Across";"V1";"V2";"V3";"Norma.average.user.rating";"Norma.number.of.user.ratings";"Medical_Device";"Norma.length.description";"diff_in_days";"urlcheck";"Ranking"
"https://itunes.apple.com/us/app/250-homeopathy-recipes/id684703686?mt=8";"250 Homeopathy Recipes";684703686;"Medical";"250 Homeopathy Recipes*** 50% Off Today!!****************************ABOUT THIS APP==============250 Homeopathy Recipes is an application containing 250 recipes of homeopathy. The recipes are grouped under different categories including: Household, skin care, hair care, detox, tea, babies, etc.  For each type of recipe, step-by-step instructions are provided. This App is a good reference Apps for Homeopathy believers as well as for those who are interested in alternative medicine.Disclaimer: This App is for reference only.  Please be reminded that you should always consult your doctors/physicians before applying any formulas contained in this App.The application is optimized for iPad/iPad2/The New iPad/iPad mini, iPhone 3GS/4/4S/5/5S/5C/6/6+/6S/6S+/7/7+ & iPod Touch.****************************FEATURESThis application has the following features:* User-friendly views with THUMBNAIL preview of each item* All Category View to preview all types of recipes in alphabetical order* Single Category Views to view recipes of the same category* Ability to BOOKMARK selected recipes for easier reference* Add a CUSTOM NOTE to any recipe* iCloud synchronized Bookmarks and Custom Notes* EMAIL any items to yourself & friends* A recipe name SEARCH engine* Enter a RANDOM entry when shaking the device* OFFLINE browsing****************************This application is brought to you by Fobotech LLC.";"250 Homeopathy Recipes, Wan Fong Lam, Medical, Reference, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"6.0";4;"English";448886204;"Wan Fong Lam";"https://itunes.apple.com/us/developer/wan-fong-lam/id448886204?mt=8";1,99;"$";8,5;"2017-02-23";"2013-08-09";0;0;0;0;0;0;0;"2018-10-24";1;0;"Dermatology";"MentalHealth&Neurology";"Nutrition";0;0;0;0,321563342318059;0,802935606060606;0;0,167096208037246
"https://itunes.apple.com/us/app/3m-curos-audit-tool/id1165434785?mt=8";"3M Curos Audit Tool";1165434785;"Health&Fitness";"3M is committed to providing products and solutions to improve the effectiveness of the work carried out by Healthcare professionals.This app has been developed to aid the auditing process when using Curos Disinfecting Caps. The purpose of auditing is two-fold:  help users form new habit through accountability and understand current compliance rate. The mobile app provides a modern and streamlined solution to enable the completion of Curos Caps compliance audits, saving healthcare professionals precious time in both the completion and analysis of audits, and benefitting the overall accuracy of audit execution.Whether carrying out an audit or reviewing audit results for one unit or for an entire hospital, the design of the app and features within have been built to support the needs of healthcare professionals.   The app features highly effective reporting solutions, providing auditors with the opportunity to request an email containing a detailed or summary view of their audit results - essential in helping healthcare professionals understand and improve outcomes in their ward or hospital.";"3M Curos Audit Tool, 3M Company, Health & Fitness, Education, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"0";4;"English";396772465;"3M Company";"https://itunes.apple.com/us/developer/3m-company/id396772465?mt=8";0;"0";41,1;"0";"0";0;0;0;0;0;0;0;"2018-10-24";1;0;"Dermatology";"0";"0";0;0;0;0,242857142857143;0;0;0,0534285714285714
"https://itunes.apple.com/us/app/5855-set-ups/id985639745?mt=8";"5855 Set-Ups";985639745;"Medical";"A Modular Table Top Solution for Orthopedic Trauma Procedures Including IM Nailings and Hip Pinnings.<U+202F> The Mizuho OSI Orthopedic Trauma Top, in conjunction with the Mizuho OSI Advanced Control Base, comprises the Orthopedic Trauma System (OTS).<U+202F> This device is intended for and designed to provide patient comfort and enhanced patient positioning for orthopedic surgery.<U+202F> The OTS is capable of pulling both skin and skeletal traction.<U+202F> It is designed for adult and pediatric patients with body weights less than 500 lbs. <U+202F> This application provides simplified table set up instructions for the OTS.<U+202F> It includes visual references, set-up instructions, and assembly instructions for the device.<U+202F> Users must read and understand the Orthopedic Trauma Top and the Advanced Control Base Owners Manuals before using this device. <U+202F> This material is intended for healthcare professionals only.<U+202F> If you are not a healthcare professional, please consult your doctor for additional information regarding use of this product.";"5855 Set-Ups, Mizuho OSI, Medical, Reference, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"0";4;"English";519921137;"Mizuho Orthopedic Systems, Inc";"https://itunes.apple.com/us/developer/mizuho-osi/id519921137?mt=8";0;"0";69,9;"0";"0";0;0;0;0;0;0;0;"2018-10-24";1;0;"Dermatology";"Pediatrics";"Surgery";0;0;0;0,234770889487871;0;0;0,0516495956873315
"https://itunes.apple.com/us/app/98point6/id1157653928?mt=8";"98point6";1157653928;"Both";"98point6 provides on-demand consultation, diagnosis and treatment from board-certified physicians and sends prescriptions to your pharmacy as neededall via secure in-app messaging. Our unique, text-based mode of care means you can access a doctor discreetly from anywhereon your terms, when you need it. The convenience and accessibility youve become used to in everyday life can now be used to get primary care. Forget the hassle of copays, waiting rooms and scheduling. Now, theres 98point6. Currently available in AR, AZ, CA, CT, CO, FL, GA, ID, IL, IN, MD, ME, MI, MS, MT, NC, NH, NJ, NV, NY, OH, OR, PA, RI, SC, TN, TX, UT, VA, WA, WI, and WY with additional states coming soon (see full list of supported states on app sign-in screen). Must be 18 years or older.  HOW MUCH DOES IT COST?Personal plans are subscription-based and your first year of access comes at a low introductory rate of $20. No usage fees. We do not bill insurance. It's $20 for a full year of primary care visits for less than the copay of one office visit. WHAT DOES MY PERSONAL PLAN SUBSCRIPTION COVER?Your Personal Plan subscription covers the entire cost of your 98point6 visit. There are no per-visit costs and no copays with our subscription-based Personal Plana flat fee for all the primary care visits you need in a given year. Patients are responsible for the cost of prescriptions, in-person visits if referred, lab costs, over-the-counter medication, etc; the typical outside-app costs that a patient would incur in traditional care (see User Agreement for details).DO I NEED AN APPOINTMENT?No appointments necessary. Just sign in to the app and start a visit. Its access to care when and where you need it. WHO ARE YOUR DOCTORS?Carefully selected, board-certified physicians who are passionate about making healthcare more accessible and affordable. They are specially trained to treat and diagnose via in-app text-based care. (Our service supports photo, video and audio as needed.)DO I NEED HEALTH INSURANCE?You will not need your insurance to use 98point6. We provide care through our subscription-based model that is covered in full by your Personal Plan. Insurance can be used for all of the outside-of-visit costs that a patient would incur in traditional care (prescriptions, in-person visits if referred, lab costs, over-the-counter medication, etc). WHAT CAN I USE 98POINT6 FOR?98point6 treats the full spectrum of Primary Care. Our doctors answer questions, diagnose and treat acute illnesses and order any necessary prescriptions or labs. If we cant offer treatment, well refer you to an in-person primary care physician or specialist. Common conditions we treat include, but are not limited to: Acid reflux, heartburn and digestive issues Allergies, asthma and respiratory issues Back problems, aches and pains Cold, cough and flu  Diabetes, hypertension and chronic conditions Eye issues and infections General health questions Insomnia and sleep issues Skin conditions, acne, rashes, bites and sunburn Urinary tract infections (UTI)Note: 98point6 is not for medical emergencies. WHAT PATIENTS ARE SAYING:App is user friendly and easy to use. The convenience of being able to talk to a doctor within minutes instead of having to book out weeks later and often waste PTO is priceless. Unless it's an annual check in this is where I will go for my medical needs. Best App ever! -app reviewI was able to chat with a doctor and get diagnosed properly in minutes...Love this app! -app reviewI twisted my ankle and wanted to verify it wasnt something worse. I got to quickly check in with a doctor, share a picture and text with a doctor directly! Super helpful, fast and great service! -app review";"98point6, 98point6 Inc., Medical, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.9.0";17;"English";1089327100;"98point6, Inc.";"https://itunes.apple.com/us/developer/98point6-inc/id1089327100?mt=8";0;"0";82,6;"2018-09-28";"2017-07-14";4,8;45;93;2;0;2;2;"2018-10-24";1;0;"Dermatology";"DiabetesCare";"MentalHealth&Neurology";0,944444444444444;0,00500312695434647;0;0,940431266846361;0,991883116883117;0;0,487326939869968
"https://itunes.apple.com/us/app/a2z-of-dermatology/id342442220?mt=8";"A2Z of Dermatology";342442220;"Medical";"This app is an electronic version of the excellent book ""Quick Reference Atlas of Dermatology"" by Dr Ian Williams & Dr Vivienne Ankrett which won a Royal College of GPs award for education in dermatology. It is one of my favourite books. It has pride of place on my shelf and is within easy reach at all times. Finding what you want is easy and the short notes are comprehensive and useful. I also find it useful to show patients the pictures so that they feel confident I have the right diagnosis.A quote from Amazon about the book - ""This is the ultimate in easy to read note format book with excellant illustrations. RCGP award winner - well deserved. Great for GPs, hospital Drs , nurses and students.""Are you a medical student, doctor, nurse or allied health professional who looks after patients that might get skin problems? Are you sitting for an exam and want a quick way of learning a lot of dermatology that is particularly useful for spotters e.g. USMLE, PLAB, finals, MRCP, MRCGP etcWell here is a great mini textbook to carry around with you at all times. 115 different diagnoses all with zoomable full colour high quality photos and brief explanatory text.Topics covered include: Abscess, Acanthosis Nigricans, Acne Rosacea, Acne Vulgaris, Actinic Keratosis, Alopecia Areata, Alopecia Totalis, Angio-oedema, Angioma - Cherry, Basal Cell Carcinoma, Becker's Naevus, Blackheads, Blue Naevus, Bowen's Disease, Caf au lait, Campbell de Morgan Spots, Candida, Candida - Oral, Capillary Haemangioma, Carbuncle, Cellulitis, Chickenpox, Chloasma, Cold Sores, Cradle Cap, Cyst Of Malherbe, Dermatitis - Contact, Dermatitis - Lip Licking, Dermatitis - Napkin, Dermatitis - Perioral, Dermatitis - Seborrhoeic, Dermatitis Artefacta, Dermatofibroma, Dermatographism, Dermatomyositis - Juvenile, Drug Reactions, Dysplastic Naevus Syndrome, Ecthyma Contagiosum, Eczema - Atopic, Eczema - Discoid, Eczema - Varicose, Epiloia, Erysipelas, Erythema Ab Igne, Erythema Infantum, Erythema Multiforme, Erythema Nodosum, Flea Bites, Granuloma Annulare, Guttate Psoriasis, Halo Naevus, Hand, Foot + Mouth, Henoch Schonlein Purpura, Herpes Simplex Labialis, Herpes Zoster, Herpetic Whitlow, Ichthyosis Vulgaris, Impetigo, Insect Bites, Juvenile Plantar Dermatosis, Kaposi's Varicelliform Eruption, Keloid, Keratoacanthoma, Keratosis Pilaris, Koplik Spots, Lichen Planus, Lichen Simplex Chronicus, Measles, Melanoma, Meningococcal Rash, Metastatic Nodules, Milia, Mole, Molluscum Contagiosum, Mongolian Blue Spot, Naevus - Compound Melanocytic, Naevus - Congenital Melanocytic, Naevus - Sebaceous, Naevus  Spilus, Necrobiosis Lipoidica Diabeticorum, Onychomycosis, Palmar Erythema, Paronychia, Pemphigoid - Bullous, Pemphigus Vulargis, Pityriasis Rosea, Pityriasis Versicolor, Pomphylox, Psoriasis, Psoriasis - Plaque, Psoriasis - Pustular, Psoriasis  Flexural, Psoriasis  Scalp, Pyoderma Gangrenosum, Pyogenic Granuloma, Roseola Infantum, Rubella, Scabies, Scarlet Fever, Sebaceous Cyst, Sebaceous Horn, Seborrhoeic Keratosis, Shingles, Skin Tag, Solar Keratosis, Spider Naevus, Squamous Cell Carcinoma, Tinea Corporis, Tinea Cruris, Tinea Incognita, Tinea Manuum, Tinea Pedis, Urticaria, Vasculitis, Verrucae Plantar Warts, Viral Warts, Viral Warts - Planar, Vitiligo and Xanthelasma";"A2Z of Dermatology, Luapps Limited, Medical, Education, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"3.0";17;"English";314049352;"Luapps Limited";"https://itunes.apple.com/us/developer/luapps-limited/id314049352?mt=8";1,99;"$";267;"2016-09-19";"2009-12-04";0;0;0;0;0;0;0;"2018-10-24";1;0;"Dermatology";"Oncology";"Cardiology";0;0;0;0,82722371967655;0,751948051948052;0;0,272222984562607
"https://itunes.apple.com/us/app/abc-of-dermatology/id1145789283?mt=8";"ABC of Dermatology";1145789283;"Medical";"ABC of Dermatology: A practical guide to identification, recognition, treatment and management of common dermatological conditions encountered within primary care, walk-in centres, and the emergency room and within patients admitted to hospital with medical/surgical conditions.Download the FREE app and view selected topics- Approximately 10% of the content is viewable in the free app and tapping on the locked topic will launch the in-app purchase screen.FULL DESCRIPTION:ABC of Dermatology gives a concise overview of all the essentials of dermatology for non-dermatologists. It is particularly useful in primary care, and is an excellent introduction to dermatology for nurses and medical students. Rather than systematic description of numerous skin conditions that can overwhelm the non-specialist, a few common conditions are used as a basis for comparison with less common skin diseases. Some sections such as systemic disease and the skin, cutaneous immunology, and practical procedures are less suitable for this approach and are covered in a more didactic manner. This latest update is based on the 6th edition. Key Features- Fully updated with new developments and treatments, this sixth edition provides expanded coverage of psoriasis, eczema, inflammatory dermatoses and drug photosensitivity. It also includes improved coverage of the management of onychomycosis, scabies and lice, and hair and scalp, and new content on biological treatments, lymphoedema, community acquired MRSA, pityriasis rosea, immune reconstitution syndrome and antifungal drugs.- With over 450 full color illustrations this bestselling resource ideal learning partner and resource for GPs, family physicians, junior doctors, medical students and primary care health professionals.- Includes sections on drug rashes, connective tissue disease, skin tumors, practical procedures, laser treatments and a practical guide to dressings and bandages, this highly illustrated resources is invaluable resource for GPs, GP registrars, junior doctors, medical students and primary care nurses- Provides a basic understanding of pathological processes which explains the characteristic features of skin diseases- A straightforward approach to investigations and diagnoses in addition to the latest advances in the management of skin disease- Sections cover: topical dermatology, the sun and the skin, genetics and infections, and dermatology in general practice- Sets out the main types of clinical change that occur in and on the skin, and relates this to specific skin conditions and underlying pathological changes- Summarizes the relevant pathological processes, diagnostic features and learning pointsBased on: 6th EditionEditor: Rachael Morris-JonesPublisher: John Wiley & Son Inc. and its affiliatesISBN-13: 978-1118520154SPECIAL FEATURES:Locate a disease, symptom or medication in the fastest possible manner:- Use ""Spotlight Search"" from Home screen- Tap and Hold launch icon to open Last Topic, History, Favorites ..- Navigate using multiple indices- History to open frequently visited pages- Bookmarks NEVER FORGET ANYTHING:Mark topics with relevant information:- Rich-text notes - Voice memos- Annotations with scribble, doodle or textYou choose the method to note this regardless of the context you are in to ensure that the important facts are available whenever you access the topic, whether it is tomorrow or six months from now.";"ABC of Dermatology, Skyscape Medpresso Inc, Medical, Education, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"3.2.7";17;"English";818609416;"Skyscape Medpresso Inc";"https://itunes.apple.com/us/developer/skyscape-medpresso-inc/id818609416?mt=8";0;"0";67,7;"2018-06-16";"2017-01-19";0;0;0;0;0;0;0;"2018-10-24";1;0;"Dermatology";"Nutrition";"Oncology";0;0;0;0,867385444743935;0,958116883116883;0;0,305798823817692
"https://itunes.apple.com/us/app/about-face-laser-cosmetic-clinic/id823866829?mt=8";"About Face Laser & Cosmetic Clinic";823866829;"Medical";"About Face is a laser and cosmetic medical clinic located in North Lakes, QLD. We offer a wide range of services, such as dermal fillers for skin rejuvenation, laser tattoo removal, wrinkle treatments, laser skin rejuvenation, and treatments for varicose veins. Our staff are always at the cutting edge of the latest technology allowing for more non-surgical procedures, with an emphasis on educating our clients on the most appropriate treatment regimes.- Quickly contact us or get directions to us- Use our stamp based loyalty system to claim rewards- Make bookings or enquiries- Read and leave reviews- Track and attend our latest events of interest- View image galleries of our work- Read through related industry articles- Join our mailing list for our latest news- Engage with our social media like Facebook";"About Face Laser & Cosmetic Clinic, c sharples, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"0";4;"English, Arabic, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish";701023428;"c sharples";"https://itunes.apple.com/us/developer/c-sharples/id701023428?mt=8";0;"0";28,4;"0";"0";0;0;0;0;0;0;0;"2018-10-24";1;0;"Dermatology";"0";"0";0;0;0;0,163881401617251;0;0;0,0360539083557951
"https://itunes.apple.com/us/app/abs-conference/id1200744171?mt=8";"ABS Conference";1200744171;"Medical";"The Association of Breast Surgery (ABS) is the association representing healthcare professionals treating malignant and benign breast disease in the UK, Ireland and worldwide. It focuses on education, audit and guidelines to enhance the treatment of patients with breast disease. The Association of Breast Surgery official mobile conference app allows users to easily access sessions and create a customised schedule. In the build up to the conference new information will be added to the app to keep users up to date.";"ABS Conference, 101 Smart Ltd, Medical, Business, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.11";17;"";1113631787;"101Smart Ltd";"https://itunes.apple.com/us/developer/101-smart-ltd/id1113631787?mt=8";0;"0";77;"2018-06-27";"2017-02-08";0;0;0;0;0;0;0;"2018-10-24";1;0;"Dermatology";"MentalHealth&Neurology";"0";0;0;0;0,084366576819407;0,961688311688312;0;0,133963244302867
"https://itunes.apple.com/us/app/academic-alliance-in-dermatology/id1175049669?mt=8";"Academic Alliance in Dermatology";1175049669;"Medical";"Quickly receive a diagnosis and personalized treatment plan (with prescriptions if medically necessary) from the staff at Academic Alliance in Dermatology. Simply upload pictures of your condition and a detailed history through the secure app. More than 3,000 skin, hair and nail issues can be diagnosed online including acne, suspicious moles, rosacea, eczema, psoriasis and many more.";"Academic Alliance in Dermatology, Academic Alliance in Dermatology, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.15.11118";12;"English";1399139437;"Academic Alliance in Dermatology, INC.";"https://itunes.apple.com/us/developer/academic-alliance-in-dermatology/id1399139437?mt=8";0;"0";21;"2017-02-15";"2016-11-16";0;0;0;0;0;0;0;"2018-10-24";1;0;"Dermatology";"Oncology";"0";0;0;0;0,0487870619946092;0,800338203463203;0;0,106773738054398
"https://itunes.apple.com/us/app/academic-dermatology/id1112958090?mt=8";"Academic Dermatology";1112958090;"Medical";"Quickly receive a diagnosis and personalized treatment plan (with prescriptions if medically necessary) from the staff at Academic Dermatology. Simply upload pictures of your condition through the secure app. More than 3,000 skin, hair and nail issues can be diagnosed online including acne, suspicious moles, rosacea, eczema, psoriasis and many more.";"Academic Dermatology, Academic Dermatology, PC., Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.15.11118";4;"English";1418729170;"Academic Dermatology, PC";"https://itunes.apple.com/us/developer/academic-dermatology-pc/id1418729170?mt=8";0;"0";21;"2017-02-15";"2016-05-13";0;0;0;0;0;0;0;"2018-10-24";1;0;"Dermatology";"Oncology";"0";0;0;0;0,0393530997304582;0,800338203463203;0;0,104698266356285
