"URL";"Name";"ID";"Category";"Description";"Keywords";"Version";"Age.Rating";"Language.s.";"Developer.ID";"Developer.Name";"Developer.URL";"Price";"Currency";"Size";"Last.Update.Date";"Release.Date";"Average.user.rating";"Number.of.user.ratings";"X..of.user.ratings.with.5.stars";"X..of.user.ratings.with.4.stars";"X..of.user.ratings.with.3.stars";"X..of.user.ratings.with.2.stars";"X..of.user.ratings.with.1.star";"Date";"NC";"Across";"V1";"V2";"V3"
"https://itunes.apple.com/us/app/slo-ems/id641695897?mt=8";"SLO EMS";641695897;"Medical";"SLOems is the San Luis Obispo County Emergency Medical Service Division sponsored field guide. It enables providers to have quick and easy off line access to ALS and BLS policies as well as reference information and plans for mass casualties incidents, area nuclear power plant accidents and pandemic flu outbreaks. FEATURES: Off-line access to the latest SLO EMS Policies and Procedures Instant access to the closest area hospitals with distance and routing information SLO EMS News Feed- Keep up on the latest information from the San Luis Obispo County EMS Division GCS Calculator Dopamine Calculator San Luis Obispo-area CHP Dispatch information Access to Poison Control HazMat, MCI and other emergency response references Response plans and more! NOTE: Access to hospital base stations is limited to public safety personnel only.";"SLO EMS, blueHula Studios, Medical, Utilities, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.0.2";17;"English";438136098;"Blue Hula Studios";"https://itunes.apple.com/us/developer/bluehula-studios/id438136098?mt=8";0;NA;22,6;"2017-11-08";"2013-05-03";NA;NA;NA;NA;NA;NA;NA;"2018-10-25";1;0;NA;NA;NA
"https://itunes.apple.com/us/app/slo-makerspace/id1138290772?mt=8";"SLO MakerSpace";1138290772;"Medical";"SLO MakerSpace is a 24/7 Community Tool & Craft Shop located in San Luis Obispo, CA. Our website is www.slomakerspace.comThis app was created for our SLO MakerSpace Members and the San Luis Obispo Community.At SLO MakerSpace we take safety very seriously. We know being prepared with the right information, knowledge and tools can be the difference between life and death.SLO MakerSpace App is:- A powerful safety tool and emergency first aid resource in and outside of our shop- Trusted resource for individuals to store and quickly access personal medical records and results; as well as, vital information in the event of a personal, local or natural emergency triage situation.- Reliable with or without internet after initial install.- Secure. User entered information within the app is stored only to the user's phone - there is no data transfer.- Quick access to critical local emergency resources such as RSS feeds; SLO County Department of Public Health, Area Hospitals, Shelters, Special Needs Populations, Pet Services; or National resources like the Federal Emergency Management Association (FEMA) and the Centers for Disease Control (CDC)- A one-touch tool to access popular SLOMakerSpace.com resources such as Calendar and Store where makers can manage their Membership; Cube Rental; or pay for shop resources such as laser time, wood, end mills, 3D Printer filament, etc.All of this in the one device that rarely leaves your hand - your smartphone.Created by SLO MakerSpace's CEO and Emergency Room Physician with a Masters in Public Health - Dr. Clint Slaughter; and Dharmesh Patel, SLO MakerSpace's CTO and CEO of OneSiren.com, a digital media, rapid prototyping and project production agency.+++++++++++++++++++++++++About Emergency PreparednessEmergency situations happen at any time without warning. In a natural disaster, disease outbreak, terrorist attack, or other major emergency, a network of local, regional, state and federal systems will initiate pre-planned and practiced responses. Above and beyond the actions you can expect from municipal and public health entities, the Centers for Disease Control (CDC) and Federal Emergency Management Agency (FEMA) recommend that you and your family prepare to take care of yourselves as much as possible in a disaster.For the most basic preparedness, this means:1. Having a basic Disaster Kit and supplies that will sustain you and your family at home, or a remote location for a minimum of three days.2. Collecting your Medical Information and Vital Information in one reliable and easily accessible location to quickly care for yourself in emergency triage scenario. SLO MakerSpace app helps its users prepare for an emergency.SLO MakerSpace app does not require internet connection for use; however, there may be links to web content that may not be accessible without cell service or web connection.";"SLO MakerSpace, One Siren Productions Inc., Medical, Utilities, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.2";12;"English";949238781;"One Siren Productions INC";"https://itunes.apple.com/us/developer/one-siren-productions-inc/id949238781?mt=8";0;NA;41,8;"2016-09-01";"2016-07-28";NA;NA;NA;NA;NA;NA;NA;"2018-10-25";1;0;"GinecologyAndObstetrics";"EmergencyMedicine";"MentalHealth&Neurology"
"https://itunes.apple.com/us/app/sloa-2017/id1297969527?mt=8";"SLOA 2017";1297969527;"Medical";"The Sri Lanka Orthopaedic Association was established in 1992 by a group of orthopaedic surgeons headed by Dr Rienzie Peiris. Our first academic sessions were held in 2005 as a part of the annual meeting of the College of Surgeons of Sri Lanka. Thereafter it developed into an independent event that is now held annually. The association had the privilege of working with the Orthopaedic Association of SAARC Countries to host the OASAC 2012 forum in Colombo  our largest event to date.Throughout the year, we organize educational activities in the form of lectures, workshops and operative demonstrations. We conduct an AO Foundation fracture treatment principles course annually, aiming to provide training in the modern day treatment of fractures. We provide courses for theatre personnel and nursing staff in addition to doctors and trainees. We also conduct trauma management training in hospitals throughout Sri Lanka.One of our greatest achievements has been the establishment of the MD Orthopaedics programme through the Postgraduate Institute of Medicine. This allows trainees to specialise directly on orthopaedics instead of following the Master of Surgery programme first.";"SLOA 2017, Imran Siddiqui, Education, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.2";12;"English";1146919585;"Imran Siddiqui";"https://itunes.apple.com/us/developer/imran-siddiqui/id1146919585?mt=8";0;NA;21,4;"2017-11-05";"2017-10-18";NA;NA;NA;NA;NA;NA;NA;"2018-10-25";1;0;"MentalHealth&Neurology";"Nutrition";NA
"https://itunes.apple.com/us/app/sloans-pharmacy/id1204149248?mt=8";"Sloan's Pharmacy";1204149248;"Health&Fitness";"The Sloan's Pharmacy app allows you and your family to securely communicate with your local pharmacy.  Refill your prescriptions with one click, get refill reminders, get discounts at your local pharmacy, get savings on brand drugs and access Pharmacist written pages that help you understand your condition or medications. Our App Features: * HIPAA secure * Easily refill your prescriptions at your local independent pharmacy * Access a history of your medications and Rx numbers * Set reminders when to refill your medications * Set reminders when to take your medications * Save up to $450 on top brand medications with co-pay coupons * 20,000 pharmacist written pages on conditions and medications * 7,500 pharmacist videos about medications and side effects";"Sloan's Pharmacy, Sloan's Pharmacy, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"8.0.0";12;"English, Spanish";1436255223;"Sloan's Pharmacy, Inc.";"https://itunes.apple.com/us/developer/sloans-pharmacy/id1436255223?mt=8";0;NA;36,3;"2018-09-18";"2017-02-09";NA;NA;NA;NA;NA;NA;NA;"2018-10-25";1;0;NA;NA;NA
"https://itunes.apple.com/us/app/slovenia-trails-hiking-biking/id1028279783?mt=8";"Slovenia Trails Hiking & Biking";1028279783;"Health&Fitness";"Slovenia Trails is a new application for Slovenian hiking and biking trails. Application was developed in cooperation with company Monolit d.o.o. and association Hiking&biking GIZ. It is a great tool for everyone who like to discover new places and enjoy Slovenian beauties.The guide includes over 200 hiking and biking trails and data about special destinations for hikers and bikers that are members of Slovenian Hiking and Biking association. The guide covers the entire Slovenian territory.Trails include detailed information as trail length, duration, description of the trail, picture of the trail blaze, elevation data with elevation profile and interesting locations by the trail. Every trail is checked for availability for families and how many percentage of the trail goes through the forest, main roads and side roads.Some features of the app:- Display of routes on a detailed topographic map (Monolit maps, used in different GPS navigation devices),- enabled search through specialised hikers and bikers friendly destinations,- off line maps for easier and friendlier use of the application in the nature.";"Slovenia Trails Hiking & Biking, Monolit, Travel, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.08";4;"English, German, Italian, Russian, Slovenian";635174675;"Monolit d.o.o.";"https://itunes.apple.com/us/developer/monolit/id635174675?mt=8";0;NA;34,4;"2016-01-25";"2016-01-25";NA;NA;NA;NA;NA;NA;NA;"2018-10-25";1;0;"MentalHealth&Neurology";NA;NA
"https://itunes.apple.com/us/app/slow-burn/id1072322971?mt=8";"Slow Burn";1072322971;"Health&Fitness";"""I love sports. Its really enjoyable to feel every muscle of your body and feel that every part is charged with energy throughout the day after morning exercise. However, as time went by, I began to realize that keeping up with the load becomes more difficult  things that you could easily do while you were young became impossible. My limit was gradually going down until I heard about the Slow Burn methodology by Fred Hahn.The point is very simple: instead of tiring yourself with excessive loads on one muscle group performed within a short interval with breaks between sets, it's better to split the load on a series of sets with a small number of easily performed exercises each for different muscle groups. For example, instead of 5 sets of 30 pushups and 5 sets of 30 squats with breaks, it is better to do 30 approaches with 5 pushups and 5 squats in each set. There is no need to do the breaks between the sets then because sugar is not burned off immediately as at high loads. It leads to monotonic load that energizes your body for the whole day and brings much joy rather than stress. Then you simply increase the number of sets to reach your former limits in total. In general, its like cooking on a slow fire: you can either overroast your food immediately or gradually develop a perfect flavor.It is a wonderful method but there is one unobvious problem you face when you start using this method. It is a need to count your sets. If you have 10, 20, 30 or more sets its very easy to lose count because you tend to think of something else while doing your exercises. As a result you can either do more sets or less, which is even worse.Fortunately, I am not only a sport enthusiast, I also work as a programmer and I am a member of OkToGames team of like-minded developers. Our team has developed this simple app that utterly solved the above problem for me. Basically the app just counts the sets for you. There is no need to remember your current set because the set number is displayed with a large font. To move to the next set, you just need to tap the screen of your device. In addition, the app keeps track of statistics: time of set, average, minimum, maximum, total time, etc.Well, that's all. Enjoy the app and reach higher heights. If you notice any flaws in the app or you have any ideas for improving it, feel free to email me!""Alexander Aplemakh";"Slow Burn, Aplemakh Bros, Sports, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.0.0";4;"English, Russian";460815207;"Alexander Aplemakh";"https://itunes.apple.com/us/developer/aplemakh-bros/id460815207?mt=8";0;NA;23,1;"2016-04-08";"2016-04-08";NA;NA;NA;NA;NA;NA;NA;"2018-10-25";1;0;"SensorySystemsHealthcare";"EmergencyMedicine";"MentalHealth&Neurology"
"https://itunes.apple.com/us/app/sloweat-eat-slower-lose-weight-taste-more/id1187193011?mt=8";"SlowEat - Eat slower, Lose weight, Taste more!";1187193011;"Health&Fitness";"Improve your eating habits using this Apple Watch Application.How it works? Imagine having a personal nutritionist always with you.1. START A MEALTap to start tracking a meal using your Apple Watch.2. FEEDBACKSlowEat will help you keeping the right eating pace. By alerting you if you are eating too fast and when to have another bite.# Why should I eat slower?By eating slower you can improve your digestion and eat less, did you know it can take 15-20 minutes after food is first eaten, for the full range of satiety signals to reach the brain?# How can SlowEat help me?SlowEat will help you keeping the right pace by telling when to start and stop eating and alert you if you are eating too fast.# How SlowEat works?SlowEat uses the sensors (accelerometer and gyroscope) on your Apple Watch to track the fork movements you make.Notes:We are continuously working to get the app better, if there is something you would like to see in the next version of the app just send us an email or a tweet.Attention:SlowEat requires an Apple Watch to track your eating speed";"SlowEat - Eat slower, Lose weight, Taste more!, Tiago Martinho, Health & Fitness, Food & Drink, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";NA;4;"English";1015098786;"Tiago Martinho";"https://itunes.apple.com/us/developer/tiago-martinho/id1015098786?mt=8";0;NA;27,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-25";1;0;"Nutrition";"EmergencyMedicine";"MentalHealth&Neurology"
"https://itunes.apple.com/us/app/slp-exam-lite-free-questions/id312695561?mt=8";"SLP Exam Lite (Free Questions)";312695561;"Medical";"Free sample SLP practice test questions for the National Speech-Language Pathology Exam Review. Multiple choice data banks cover exam area questions such as Basic Human Communication Process, Phonological and Language Disorders, Speech Disorders, Neurogenic Disorders, Audiology/Hearing, Clinical Management, Professional Issues, Psychometrics, and Research.";"SLP Exam Lite (Free Questions), LICENSURE EXAMS INC, Education, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"SLPLite 1.3";4;"English";300730213;"LICENSURE EXAMS INC";"https://itunes.apple.com/us/developer/licensure-exams-inc/id300730213?mt=8";0;NA;0,443;"2010-04-09";"2009-04-23";3;42;21;14;29;14;21;"2018-10-25";1;0;"MentalHealth&Neurology";"SensorySystemsHealthcare";"GinecologyAndObstetrics"
"https://itunes.apple.com/us/app/slp-flip-pro/id343841781?mt=8";"SLP Flip Pro";343841781;"Medical";"SLPexam.com has developed a set on flashcards for use on your iPhone or iTouch. Have a couple of minutes to spare? Why not spend your time wisely by increasing your knowledge base for the National ASHA Praxis SLP exam?  Our SLP Flip Pro flashcard application allows you to review information that is critical to a passing score wherever, whenever, with just the touch of a button. Quiz yourself in a fast, fun way by choosing the number of flashcards you want to review. Once you finish with a set of flashcards, youll get immediate statistics on how you did and have the option to review the cards you missed. SLP Flip Pro for Speech Language Pathology includes over 380 flashcards, covering topics on the SLP exam. Use the cards to review major SLP theories, theorists, ethical and legal considerations, professional topics and practices. Remember, the key to the SLP is knowing content, and the key to knowing content is repetition. Keep our SLP flashcards handy to be better prepared for the NESPA Praxis SLP exam!";"SLP Flip Pro, LICENSURE EXAMS INC, Education, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.5.0";4;"English";300730213;"LICENSURE EXAMS INC";"https://itunes.apple.com/us/developer/licensure-exams-inc/id300730213?mt=8";8,99;"$";22,8;"2016-11-30";"2009-12-10";NA;NA;NA;NA;NA;NA;NA;"2018-10-25";1;0;"Nutrition";"MentalHealth&Neurology";NA
"https://itunes.apple.com/us/app/slp-goal-bank/id418644043?mt=8";"SLP Goal Bank";418644043;"Medical";"The SLP Goal Bank was designed to be used as a clinical tool for speech-language pathologists (SLPs). Created by SLPs and developed by Smarty Ears, LLC, the SLP Goal Bank serves as a starting point for busy SLPs creating goals for children and adults with speech-language issues. As such, it is designed for use by those individuals trained in selecting speech and language goals for special needs populations. The SLP Goal Bank contains 26 different treatment areas in which an SLP may need to write a goal. Each treatment area has a wide variety of goals ranging from preliminary to advanced levels. The SLP Goal Bank allows the SLP to select goals from multiple treatment areas. Recognizing that each SLP has specific criteria to meet for each client, the SLP Goal Bank also allows the goals to be edited prior to printing or sharing. In addition, the SLP Goal Bank also allows the SLP to create unique goals in a treatment area.PurposeThe SLP Goal Bank was designed specifically to help guide the busy SLP in planning and creating new and appropriate treatment goals for clients. The Goal Bank has goals for 26 different treatment areas from AAC to Writing. Each goal is customizable to allow the SLP to edit the ending level and criteria for mastery. Customization allows the SLP using SMART (specific, measurable, attainable, realistic, and timely) goals to tailor each goal for the individual clients needs as required. How to UseThe SLP Goal Bank is designed for the SLPs use. From the home page the SLP has the choice of selecting Support, More Apps, and entering the goal bank. Tap Support to watch the video tutorial, contact the developers, and back-up to iTunes. Tap More Apps to see what other apps Smarty Ears has to offer. Enter the goal bank to start selecting treatment areas and goals. A light touch will scroll the treatment area up and down and a simple tap will open a treatment area. When the treatment area is open, the goals will be displayed. Tap and drag the desired goal over to the white area to allow for editing. When all of the desired goals are selected, simply tap continue to move to editing the goals. When complete, a simple tap on share will allow the SLP to print or email, and export to TRC will upload the goal to the Therapy Report Center.To Add a Goal to a particular treatment area, simply tap on that treatment area, and then tap Add Goal. A pop-up box will display and allow the SLP to type a goal. Tap the + sign to add to the goal bank.  The SLP Goal Bank allows the SLP to work with goals from multiple treatment areas at once for each client.CustomizationThe SLP Goal Bank allows each goal to be customized to fit the clients and SLPs need. Editing a goal is done quickly and easily within the app. In addition, if the SLP has a particular goal that is not in the app, it is easy to add goals into each treatment area.  To Add a Goal to a particular treatment area, simply tap on that treatment area, and then tap Add Goal. A pop-up box will display and allow the SLP to type a goal. Tap the + sign to add to the goal bank.  Features:1.Compatible with the Therapy Report Center2.Twenty-Six treatment areas3.Multiple Goals in each area4.Customizable5.SLP can create own goals6.Goals can be printed and/or emailedAuthors: Mary Huston, Tanya Coyle, Bob Batemen, Janelle Albrecht, Shareka BenthamDeveloper: Smarty Ears LLC";"SLP Goal Bank, Smarty Ears, Education, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"3.0";4;"English";348779167;"Smarty Ears, LLC";"https://itunes.apple.com/us/developer/smarty-ears/id348779167?mt=8";14,99;"$";13,6;"2017-01-16";"2011-03-23";NA;NA;NA;NA;NA;NA;NA;"2018-10-25";1;0;"Surgery";"MentalHealth&Neurology";"Pediatrics"
