"Name";"URL";"ID";"Category"
"Barbell Builder Exercises and Workouts Routine";"https://itunes.apple.com/us/app/barbell-builder-exercises-and-workouts-routine/id1146190397?mt=8";1146190397;"Health&Fitness"
"Barbell Calculator - Weightlifting Plate Loading";"https://itunes.apple.com/us/app/barbell-calculator-weightlifting-plate-loading/id979112637?mt=8";979112637;"Health&Fitness"
"Barbell Exercises and Workouts Routine for Muscle";"https://itunes.apple.com/us/app/barbell-exercises-and-workouts-routine-for-muscle/id1185236051?mt=8";1185236051;"Health&Fitness"
"Barbell Exercises Workout and Training Routine";"https://itunes.apple.com/us/app/barbell-exercises-workout-and-training-routine/id1132693391?mt=8";1132693391;"Health&Fitness"
"Barbell Fitness for Women Exercises and Workouts";"https://itunes.apple.com/us/app/barbell-fitness-for-women-exercises-and-workouts/id1125977183?mt=8";1125977183;"Health&Fitness"
"Barbell Loader and Calculator";"https://itunes.apple.com/us/app/barbell-loader-and-calculator/id1322247393?mt=8";1322247393;"Health&Fitness"
"Barbell w. Olympic Champion";"https://itunes.apple.com/us/app/barbell-w-olympic-champion/id1374821622?mt=8";1374821622;"Health&Fitness"
"Barbell Work";"https://itunes.apple.com/us/app/barbell-work/id1410838091?mt=8";1410838091;"Health&Fitness"
"Barbell workout for women";"https://itunes.apple.com/us/app/barbell-workout-for-women/id1200770373?mt=8";1200770373;"Health&Fitness"
"Barbell workout training -hiit";"https://itunes.apple.com/us/app/barbell-workout-training-hiit/id1032874747?mt=8";1032874747;"Health&Fitness"
"Barbell workout training hiit";"https://itunes.apple.com/us/app/barbell-workout-training-hiit/id1032873452?mt=8";1032873452;"Health&Fitness"
"Barbell Workouts Free";"https://itunes.apple.com/us/app/barbell-workouts-free/id549353584?mt=8";549353584;"Health&Fitness"
"Barber 404";"https://itunes.apple.com/us/app/barber-404/id1381148908?mt=8";1381148908;"Health&Fitness"
"Barber Beer";"https://itunes.apple.com/us/app/barber-beer/id1324267429?mt=8";1324267429;"Health&Fitness"
"Barber Shop Car";"https://itunes.apple.com/us/app/barber-shop-car/id1426373260?mt=8";1426373260;"Health&Fitness"
"Barber’s Gym";"https://itunes.apple.com/us/app/barbers-gym/id1143119593?mt=8";1143119593;"Health&Fitness"
"Barbera Padel Indoor";"https://itunes.apple.com/us/app/barbera-padel-indoor/id896629933?mt=8";896629933;"Health&Fitness"
"Barbería 87";"https://itunes.apple.com/us/app/barber%C3%ADa-87/id1318126087?mt=8";1318126087;"Health&Fitness"
"Barberia Capital";"https://itunes.apple.com/us/app/barberia-capital/id1087406890?mt=8";1087406890;"Health&Fitness"
"Barberia CR";"https://itunes.apple.com/us/app/barberia-cr/id1108177455?mt=8";1108177455;"Health&Fitness"
"Barberia Schick";"https://itunes.apple.com/us/app/barberia-schick/id1145001429?mt=8";1145001429;"Health&Fitness"
"Barberino's";"https://itunes.apple.com/us/app/barberinos/id1162754744?mt=8";1162754744;"Health&Fitness"
"BarberKing LA";"https://itunes.apple.com/us/app/barberking-la/id1254387013?mt=8";1254387013;"Health&Fitness"
