"Name";"URL";"ID";"Category"
"All Children's Hospital - Pocket Doc";"https://itunes.apple.com/us/app/all-childrens-hospital-pocket-doc/id500791297?mt=8";500791297;"Both"
"All Christmas Recipes";"https://itunes.apple.com/us/app/all-christmas-recipes/id584239824?mt=8";584239824;"Health&Fitness"
"All Colon Cancer";"https://itunes.apple.com/us/app/all-colon-cancer/id1123311150?mt=8";1123311150;"Health&Fitness"
"All Cycling";"https://itunes.apple.com/us/app/all-cycling/id1122000437?mt=8";1122000437;"Health&Fitness"
"ALL DANCE STUDIO APP";"https://itunes.apple.com/us/app/all-dance-studio-app/id1194497286?mt=8";1194497286;"Health&Fitness"
"All Day TeleMed";"https://itunes.apple.com/us/app/all-day-telemed/id1305801288?mt=8";1305801288;"Health&Fitness"
"All Dealing With Back Pain";"https://itunes.apple.com/us/app/all-dealing-with-back-pain/id1128292385?mt=8";1128292385;"Health&Fitness"
"All Detox Diet";"https://itunes.apple.com/us/app/all-detox-diet/id1122413205?mt=8";1122413205;"Health&Fitness"
"All Do Healthy";"https://itunes.apple.com/us/app/all-do-healthy/id1292252650?mt=8";1292252650;"Health&Fitness"
"All Doc Radiologia";"https://itunes.apple.com/us/app/all-doc-radiologia/id1316113103?mt=8";1316113103;"Health&Fitness"
"All Doctors";"https://itunes.apple.com/us/app/all-doctors/id1094810503?mt=8";1094810503;"Both"
"All Egg Recipes";"https://itunes.apple.com/us/app/all-egg-recipes/id1154015362?mt=8";1154015362;"Health&Fitness"
"All Fields Hitting Baseball Ac";"https://itunes.apple.com/us/app/all-fields-hitting-baseball-ac/id1157054547?mt=8";1157054547;"Health&Fitness"
"All Fit Bungee at Shaw Dance";"https://itunes.apple.com/us/app/all-fit-bungee-at-shaw-dance/id1420185311?mt=8";1420185311;"Health&Fitness"
"All Fitness";"https://itunes.apple.com/us/app/all-fitness/id1291814624?mt=8";1291814624;"Health&Fitness"
"All For Me";"https://itunes.apple.com/us/app/all-for-me/id1187867177?mt=8";1187867177;"Health&Fitness"
"All Generic drugs";"https://itunes.apple.com/us/app/all-generic-drugs/id1121987525?mt=8";1121987525;"Health&Fitness"
"All Healthy Recipes";"https://itunes.apple.com/us/app/all-healthy-recipes/id981038714?mt=8";981038714;"Health&Fitness"
