"Name";"URL";"ID";"Category"
"REVVER+ Trainer Management";"https://itunes.apple.com/us/app/revver-trainer-management/id1247741364?mt=8";1247741364;"Health&Fitness"
"Revyve App";"https://itunes.apple.com/us/app/revyve-app/id1269677837?mt=8";1269677837;"Health&Fitness"
"Reward Fitness";"https://itunes.apple.com/us/app/reward-fitness/id1220810723?mt=8";1220810723;"Health&Fitness"
"Rewardz Points";"https://itunes.apple.com/us/app/rewardz-points/id1179207091?mt=8";1179207091;"Health&Fitness"
"RewareApp";"https://itunes.apple.com/us/app/rewareapp/id1433885277?mt=8";1433885277;"Health&Fitness"
"Rewindr";"https://itunes.apple.com/us/app/rewindr/id703306739?mt=8";703306739;"Health&Fitness"
"Rex CrossTraining";"https://itunes.apple.com/us/app/rex-crosstraining/id1169631490?mt=8";1169631490;"Health&Fitness"
"Rex Pharmacy";"https://itunes.apple.com/us/app/rex-pharmacy/id977341037?mt=8";977341037;"Health&Fitness"
"REX Roundtables Forum";"https://itunes.apple.com/us/app/rex-roundtables-forum/id1081196668?mt=8";1081196668;"Health&Fitness"
"Rex Wellness";"https://itunes.apple.com/us/app/rex-wellness/id652892037?mt=8";652892037;"Health&Fitness"
"RexFit";"https://itunes.apple.com/us/app/rexfit/id1261012298?mt=8";1261012298;"Health&Fitness"
"Reyn Peluqueros";"https://itunes.apple.com/us/app/reyn-peluqueros/id1130778794?mt=8";1130778794;"Health&Fitness"
"Reyn Studios: Power Yoga";"https://itunes.apple.com/us/app/reyn-studios-power-yoga/id643310175?mt=8";643310175;"Health&Fitness"
"Reynolds Drug Store";"https://itunes.apple.com/us/app/reynolds-drug-store/id991627695?mt=8";991627695;"Health&Fitness"
"Rezalution Fitness";"https://itunes.apple.com/us/app/rezalution-fitness/id1068500953?mt=8";1068500953;"Health&Fitness"
"RezClock";"https://itunes.apple.com/us/app/rezclock/id988755622?mt=8";988755622;"Medical"
"RezeptDirekt";"https://itunes.apple.com/us/app/rezeptdirekt/id1273726797?mt=8";1273726797;"Medical"
"Rezeptrechner";"https://itunes.apple.com/us/app/rezeptrechner/id1270918088?mt=8";1270918088;"Health&Fitness"
"RF Personal Training";"https://itunes.apple.com/us/app/rf-personal-training/id1165757917?mt=8";1165757917;"Health&Fitness"
"RF4";"https://itunes.apple.com/us/app/rf4/id1329851943?mt=8";1329851943;"Health&Fitness"
"RFC & UMM IM's";"https://itunes.apple.com/us/app/rfc-umm-ims/id731410152?mt=8";731410152;"Health&Fitness"
"RFID Timing";"https://itunes.apple.com/us/app/rfid-timing/id1218106278?mt=8";1218106278;"Health&Fitness"
"RFV Suhlendorf";"https://itunes.apple.com/us/app/rfv-suhlendorf/id1130295377?mt=8";1130295377;"Health&Fitness"
"RGPro Connect";"https://itunes.apple.com/us/app/rgpro-connect/id1223179567?mt=8";1223179567;"Health&Fitness"
"RGreenway - Raleigh Greenways";"https://itunes.apple.com/us/app/rgreenway-raleigh-greenways/id549618578?mt=8";549618578;"Health&Fitness"
"RGV Baby – The Baby App from Valley Baptist Health System";"https://itunes.apple.com/us/app/rgv-baby-the-baby-app-from-valley-baptist-health-system/id736635884?mt=8";736635884;"Both"
"RGWCUP PESARO 2018";"https://itunes.apple.com/us/app/rgwcup-pesaro-2018/id1363045260?mt=8";1363045260;"Health&Fitness"
"RH-TY";"https://itunes.apple.com/us/app/rh-ty/id1377061507?mt=8";1377061507;"Medical"
"RH Medical Labs - Normal labs, now with Pediatric and Pregnancy labs in your pocket!";"https://itunes.apple.com/us/app/rh-medical-labs-normal-labs-now-pediatric-pregnancy/id401631074?mt=8";401631074;"Both"
"Rhapsody Mobile";"https://itunes.apple.com/us/app/rhapsody-mobile/id599849453?mt=8";599849453;"Medical"
"RHD Genetics - Menzies School Of Health Research";"https://itunes.apple.com/us/app/rhd-genetics-menzies-school-of-health-research/id912711342?mt=8";912711342;"Medical"
"RHD Treatment Tracker";"https://itunes.apple.com/us/app/rhd-treatment-tracker/id1217666674?mt=8";1217666674;"Medical"
"Rhein-Apotheke - A. S-W.";"https://itunes.apple.com/us/app/rhein-apotheke-a-s-w/id978627394?mt=8";978627394;"Both"
"Rhein 83";"https://itunes.apple.com/us/app/rhein-83/id987626959?mt=8";987626959;"Medical"
"Rhein Apotheke - A. S-W.";"https://itunes.apple.com/us/app/rhein-apotheke-a-s-w/id1160204078?mt=8";1160204078;"Both"
"Rheintal Apotheke Mainz";"https://itunes.apple.com/us/app/rheintal-apotheke-mainz/id1341584588?mt=8";1341584588;"Medical"
"Rhekiss";"https://itunes.apple.com/us/app/rhekiss/id1219957600?mt=8";1219957600;"Medical"
"Rhemo";"https://itunes.apple.com/us/app/rhemo/id1324887004?mt=8";1324887004;"Health&Fitness"
"Rheum-Class";"https://itunes.apple.com/us/app/rheum-class/id1042206816?mt=8";1042206816;"Medical"
"Rheuma AKTIV - Hilfreiche Tipps bei Rheumatoider Arthritis";"https://itunes.apple.com/us/app/rheuma-aktiv-hilfreiche-tipps-bei-rheumatoider-arthritis/id477574443?mt=8";477574443;"Both"
"Rheuma App";"https://itunes.apple.com/us/app/rheuma-app/id1435004614?mt=8";1435004614;"Health&Fitness"
"RheumaGuide";"https://itunes.apple.com/us/app/rheumaguide/id744929909?mt=8";744929909;"Health&Fitness"
"RheumaHelper";"https://itunes.apple.com/us/app/rheumahelper/id581905758?mt=8";581905758;"Medical"
"RheumaKit";"https://itunes.apple.com/us/app/rheumakit/id1104875365?mt=8";1104875365;"Health&Fitness"
"RhEumAtic Disease activitY";"https://itunes.apple.com/us/app/rheumatic-disease-activity/id657411562?mt=8";657411562;"Both"
"Rheumatic Diseases";"https://itunes.apple.com/us/app/rheumatic-diseases/id564761584?mt=8";564761584;"Medical"
"Rheumatic Fever Prevention - Student Exercises";"https://itunes.apple.com/us/app/rheumatic-fever-prevention-student-exercises/id1226214401?mt=8";1226214401;"Health&Fitness"
"Rheumatic Fever Prevention - Teacher's Aid";"https://itunes.apple.com/us/app/rheumatic-fever-prevention-teachers-aid/id1252783919?mt=8";1252783919;"Medical"
"Rheumatoid Arthritis";"https://itunes.apple.com/us/app/rheumatoid-arthritis/id680196246?mt=8";680196246;"Both"
"Rheumatoid Arthritis @PoC";"https://itunes.apple.com/us/app/rheumatoid-arthritis-poc/id434218930?mt=8";434218930;"Medical"
"Rheumatoid Arthritis Diary";"https://itunes.apple.com/us/app/rheumatoid-arthritis-diary/id945349526?mt=8";945349526;"Both"
"Rheumatoid Arthritis Guide - How To Relief Rheumatoid Arthritis Naturally";"https://itunes.apple.com/us/app/rheumatoid-arthritis-guide-how-to-relief-rheumatoid/id967737390?mt=8";967737390;"Medical"
"Rheumatoid Arthritis Storylines";"https://itunes.apple.com/us/app/rheumatoid-arthritis-storylines/id1215358874?mt=8";1215358874;"Both"
"Rheumatoid Arthritis Support";"https://itunes.apple.com/us/app/rheumatoid-arthritis-support/id965013138?mt=8";965013138;"Health&Fitness"
"Rheumatologic Diseases @PoC";"https://itunes.apple.com/us/app/rheumatologic-diseases-poc/id1251067402?mt=8";1251067402;"Medical"
"Rheumatologie visuell";"https://itunes.apple.com/us/app/rheumatologie-visuell/id1139133820?mt=8";1139133820;"Medical"
"Rheumatologist";"https://itunes.apple.com/us/app/rheumatologist/id1439397517?mt=8";1439397517;"Both"
"Rheumatology App";"https://itunes.apple.com/us/app/rheumatology-app/id1179177797?mt=8";1179177797;"Medical"
"Rheumatology Connect";"https://itunes.apple.com/us/app/rheumatology-connect/id1396529243?mt=8";1396529243;"Both"
"Rheumatology Dictionary";"https://itunes.apple.com/us/app/rheumatology-dictionary/id508294508?mt=8";508294508;"Medical"
"Rheumatology Exam Review App- 6200 Terms & Quizzes";"https://itunes.apple.com/us/app/rheumatology-exam-review-app-6200-terms-quizzes/id1166204632?mt=8";1166204632;"Medical"
"Rheumatology Nation";"https://itunes.apple.com/us/app/rheumatology-nation/id949479598?mt=8";949479598;"Medical"
"Rheumatology UCT";"https://itunes.apple.com/us/app/rheumatology-uct/id1077291661?mt=8";1077291661;"Medical"
"Rheumatools John Libbey E.";"https://itunes.apple.com/us/app/rheumatools-john-libbey-e/id1271348064?mt=8";1271348064;"Medical"
"RheumClass17";"https://itunes.apple.com/us/app/rheumclass17/id1210342859?mt=8";1210342859;"Medical"
"RheumInfo HAQ-II Calculator";"https://itunes.apple.com/us/app/rheuminfo-haq-ii-calculator/id982053125?mt=8";982053125;"Both"
"RheumReports";"https://itunes.apple.com/us/app/rheumreports/id994743764?mt=8";994743764;"Medical"
"Rhinebeck Pilates";"https://itunes.apple.com/us/app/rhinebeck-pilates/id1268934770?mt=8";1268934770;"Health&Fitness"
"Rhino Hybrid";"https://itunes.apple.com/us/app/rhino-hybrid/id1079010493?mt=8";1079010493;"Health&Fitness"
"Rhino Smart";"https://itunes.apple.com/us/app/rhino-smart/id1228571155?mt=8";1228571155;"Medical"
